* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of L, L, L, L, L, L, L
* Dated: 2023. 9. 16 ¿ÀÈÄ 10:36:43
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L, L, L, L, L, L
* Measurement: L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	60.366
2.240000	60.682
2.270000	60.919
2.300000	61.156
2.330000	61.393
2.360000	61.630
2.400000	61.946
2.430000	62.183
2.470000	62.499
2.500000	62.736
2.540000	63.052
2.580000	63.379
2.620000	63.733
2.650000	64.007
2.690000	64.379
2.720000	64.662
2.760000	65.039
2.800000	65.412
2.850000	65.866
2.900000	66.297
2.950000	66.697
3.000000	67.073
3.040000	67.360
3.070000	67.568
3.110000	67.838
3.150000	68.101
3.200000	68.424
3.250000	68.743
3.300000	69.062
3.350000	69.379
3.400000	69.690
3.450000	69.996
3.500000	70.295
3.550000	70.589
3.600000	70.877
3.650000	71.158
3.700000	71.432
3.750000	71.700
3.820000	72.063
3.870000	72.315
3.950000	72.709
4.000000	72.950
4.060000	73.234
4.120000	73.510
4.180000	73.780
4.250000	74.086
4.310000	74.343
4.370000	74.595
4.440000	74.884
4.500000	75.125
4.550000	75.322
4.620000	75.593
4.680000	75.820
4.750000	76.080
4.820000	76.334
4.870000	76.512
4.940000	76.757
5.000000	76.962
5.080000	77.231
5.150000	77.461
5.220000	77.687
5.300000	77.939
5.380000	78.185
5.450000	78.395
5.520000	78.602
5.600000	78.833
5.700000	79.113
5.800000	79.386
5.900000	79.652
6.000000	79.909
6.080000	80.109
6.150000	80.281
6.220000	80.450
6.300000	80.639
6.400000	80.869
6.500000	81.093
6.600000	81.313
6.700000	81.527
6.800000	81.735
6.900000	81.939
7.000000	82.140
7.100000	82.335
7.200000	82.527
7.300000	82.715
7.400000	82.899
7.500000	83.080
7.620000	83.292
7.750000	83.515
7.880000	83.732
8.000000	83.927
8.120000	84.116
8.250000	84.315
8.380000	84.509
8.500000	84.682
8.620000	84.849
8.750000	85.026
8.850000	85.159
9.000000	85.353
9.120000	85.505
9.250000	85.667
9.380000	85.827
9.500000	85.971
9.620000	86.111
9.750000	86.258
9.880000	86.400
10.000000	86.523
10.150000	86.669
10.300000	86.806
10.440000	86.927
10.600000	87.058
10.750000	87.177
10.900000	87.291
11.060000	87.409
11.200000	87.509
11.380000	87.635
11.500000	87.717
11.720000	87.863
11.800000	87.915
12.060000	88.082
12.200000	88.171
12.410000	88.303
12.500000	88.359
12.650000	88.453
12.800000	88.546
13.150000	88.750
13.200000	88.778
13.400000	88.884
13.600000	88.987
13.800000	89.087
14.000000	89.187
14.300000	89.338
14.500000	89.439
14.750000	89.564
15.000000	89.682
15.250000	89.790
15.500000	89.887
15.750000	89.976
16.000000	90.061
16.250000	90.153
16.500000	90.256
16.750000	90.374
17.000000	90.502
17.250000	90.634
17.500000	90.763
17.750000	90.876
18.000000	90.970
18.250000	91.041
18.500000	91.094
18.750000	91.137
19.000000	91.176
19.250000	91.221
19.500000	91.273
19.750000	91.334
20.000000	91.401
20.299999	91.482
20.600000	91.558
20.900000	91.627
21.200001	91.690
21.400000	91.732
21.799999	91.819
22.000000	91.866
22.400000	91.962
22.700001	92.032
23.000000	92.096
23.299999	92.153
23.600000	92.204
24.000000	92.267
24.299999	92.313
24.700001	92.375
25.000000	92.421
25.400000	92.483
25.799999	92.542
26.200001	92.599
26.500000	92.638
26.900000	92.684
27.200001	92.712
27.600000	92.745
28.000000	92.778
28.500000	92.827
29.000000	92.884
29.500000	92.942
30.000000	92.994
30.400000	93.032
30.700001	93.062
31.100000	93.102
31.500000	93.142
32.000000	93.192
32.500000	93.238
33.000000	93.279
33.500000	93.308
34.000000	93.323
34.500000	93.337
35.000000	93.366
35.500000	93.416
36.000000	93.466
36.500000	93.499
37.000000	93.515
37.500000	93.534
38.200001	93.579
38.700001	93.611
39.500000	93.634
40.000000	93.636
40.599998	93.634
41.200001	93.637
41.799999	93.652
42.500000	93.681
43.099998	93.705
43.700001	93.746
44.400002	93.852
45.000000	93.975
45.500000	94.053
46.200001	94.097
46.799999	94.105
47.500000	94.119
48.200001	94.134
48.700001	94.137
49.400002	94.141
50.000000	94.151
50.799999	94.174
51.500000	94.201
52.200001	94.222
53.000000	94.218
53.799999	94.205
54.500000	94.207
55.200001	94.218
56.000000	94.224
57.000000	94.207
58.000000	94.201
59.000000	94.229
60.000000	94.246
60.799999	94.252
61.500000	94.263
62.200001	94.273
63.000000	94.282
64.000000	94.298
65.000000	94.316
66.000000	94.329
67.000000	94.341
68.000000	94.351
69.000000	94.360
70.000000	94.369
71.000000	94.376
72.000000	94.384
73.000000	94.393
74.000000	94.401
75.000000	94.408
76.199997	94.417
77.500000	94.427
78.800003	94.435
80.000000	94.440
81.199997	94.441
82.500000	94.439
83.800003	94.436
85.000000	94.438
86.199997	94.442
87.500000	94.451
88.500000	94.468
90.000000	94.510
91.199997	94.524
92.500000	94.517
93.800003	94.508
95.000000	94.504
96.199997	94.506
97.500000	94.511
98.800003	94.515
100.000000	94.516
101.500000	94.513
103.000000	94.508
104.400002	94.502
106.000000	94.496
107.500000	94.493
109.000000	94.490
110.599998	94.487
112.000000	94.485
113.800003	94.481
115.000000	94.478
117.199997	94.469
118.000000	94.465
120.599998	94.456
122.000000	94.452
124.099998	94.448
125.000000	94.448
126.500000	94.452
128.000000	94.457
131.500000	94.470
132.000000	94.472
134.000000	94.480
136.000000	94.488
138.000000	94.496
140.000000	94.503
143.000000	94.513
145.000000	94.518
147.500000	94.524
150.000000	94.530
152.500000	94.535
155.000000	94.541
157.500000	94.549
160.000000	94.555
162.500000	94.555
165.000000	94.550
167.500000	94.543
170.000000	94.535
172.500000	94.528
175.000000	94.520
177.500000	94.511
180.000000	94.501
182.500000	94.488
185.000000	94.475
187.500000	94.462
190.000000	94.449
192.500000	94.436
195.000000	94.423
197.500000	94.411
200.000000	94.401
203.000000	94.391
206.000000	94.382
209.000000	94.374
212.000000	94.365
214.000000	94.360
218.000000	94.348
220.000000	94.341
224.000000	94.328
227.000000	94.317
230.000000	94.306
233.000000	94.295
236.000000	94.284
240.000000	94.269
243.000000	94.258
247.000000	94.242
250.000000	94.229
254.000000	94.209
258.000000	94.189
262.000000	94.173
265.000000	94.165
269.000000	94.161
272.000000	94.163
276.000000	94.174
280.000000	94.193
285.000000	94.220
290.000000	94.242
295.000000	94.249
300.000000	94.241
304.000000	94.223
307.000000	94.204
311.000000	94.175
315.000000	94.144
320.000000	94.112
325.000000	94.090
330.000000	94.090
335.000000	94.123
340.000000	94.190
345.000000	94.279
350.000000	94.360
355.000000	94.412
360.000000	94.433
365.000000	94.434
370.000000	94.423
375.000000	94.407
382.000000	94.379
387.000000	94.357
395.000000	94.324
400.000000	94.304
406.000000	94.282
412.000000	94.260
418.000000	94.240
425.000000	94.219
431.000000	94.201
437.000000	94.185
444.000000	94.167
450.000000	94.152
455.000000	94.140
462.000000	94.123
468.000000	94.110
475.000000	94.094
482.000000	94.079
487.000000	94.069
494.000000	94.056
500.000000	94.046
508.000000	94.034
515.000000	94.026
522.000000	94.018
530.000000	94.009
538.000000	94.000
545.000000	93.993
552.000000	93.986
560.000000	93.979
570.000000	93.970
580.000000	93.962
590.000000	93.955
600.000000	93.948
608.000000	93.943
615.000000	93.939
622.000000	93.936
630.000000	93.936
640.000000	93.941
650.000000	93.949
660.000000	93.959
670.000000	93.970
680.000000	93.982
690.000000	93.995
700.000000	94.009
710.000000	94.024
720.000000	94.040
730.000000	94.058
740.000000	94.077
750.000000	94.098
762.000000	94.125
775.000000	94.157
788.000000	94.192
800.000000	94.223
812.000000	94.251
825.000000	94.282
838.000000	94.315
850.000000	94.350
862.000000	94.388
875.000000	94.434
885.000000	94.472
900.000000	94.534
912.000000	94.588
925.000000	94.650
938.000000	94.717
950.000000	94.781
962.000000	94.849
975.000000	94.926
988.000000	95.002
1000.000000	95.066
1015.000000	95.132
1030.000000	95.189
1044.000000	95.243
1060.000000	95.307
1075.000000	95.367
1090.000000	95.428
1106.000000	95.492
1120.000000	95.547
1138.000000	95.616
1150.000000	95.660
1172.000000	95.736
1180.000000	95.762
1206.000000	95.839
1220.000000	95.877
1241.000000	95.933
1250.000000	95.960
1265.000000	96.010
1280.000000	96.063
1315.000000	96.178
1320.000000	96.193
1340.000000	96.249
1360.000000	96.299
1380.000000	96.343
1400.000000	96.383
1430.000000	96.433
1450.000000	96.463
1475.000000	96.495
1500.000000	96.523
1525.000000	96.547
1550.000000	96.567
1575.000000	96.585
1600.000000	96.603
1625.000000	96.623
1650.000000	96.645
1675.000000	96.666
1700.000000	96.686
1725.000000	96.705
1750.000000	96.723
1775.000000	96.740
1800.000000	96.756
1825.000000	96.773
1850.000000	96.789
1875.000000	96.806
1900.000000	96.823
1925.000000	96.841
1950.000000	96.858
1975.000000	96.876
2000.000000	96.895
2030.000000	96.919
2060.000000	96.944
2090.000000	96.970
2120.000000	96.996
2140.000000	97.014
2180.000000	97.051
2200.000000	97.069
2240.000000	97.105
2270.000000	97.131
2300.000000	97.155
2330.000000	97.177
2360.000000	97.197
2400.000000	97.220
2430.000000	97.235
2470.000000	97.253
2500.000000	97.267
2540.000000	97.283
2580.000000	97.292
2620.000000	97.290
2650.000000	97.279
2690.000000	97.258
2720.000000	97.240
2760.000000	97.214
2800.000000	97.189
2850.000000	97.157
2900.000000	97.132
2950.000000	97.117
3000.000000	97.104
3040.000000	97.082
3070.000000	97.058
3110.000000	97.027
3150.000000	97.011
3200.000000	97.032
3250.000000	97.084
3300.000000	97.138
3350.000000	97.179
3400.000000	97.204
3450.000000	97.226
3500.000000	97.257
3550.000000	97.308
3600.000000	97.377
3650.000000	97.455
3700.000000	97.532
3750.000000	97.606
3820.000000	97.703
3870.000000	97.771
3950.000000	97.874
4000.000000	97.928
4060.000000	97.974
4120.000000	98.006
4180.000000	98.026
4250.000000	98.028
4310.000000	98.003
4370.000000	97.947
4440.000000	97.841
4500.000000	97.716
4550.000000	97.589
