* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of L, L, L
* Dated: 2023. 10. 26 ¿ÀÈÄ 8:35:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L, L
* Measurement: EQ Bass L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	82.249
2.240000	82.552
2.270000	82.779
2.300000	83.007
2.330000	83.234
2.360000	83.462
2.400000	83.765
2.430000	83.993
2.470000	84.296
2.500000	84.523
2.540000	84.827
2.580000	85.138
2.620000	85.471
2.650000	85.729
2.690000	86.078
2.720000	86.342
2.760000	86.694
2.800000	87.041
2.850000	87.461
2.900000	87.859
2.950000	88.227
3.000000	88.569
3.040000	88.827
3.070000	89.014
3.110000	89.256
3.150000	89.491
3.200000	89.779
3.250000	90.066
3.300000	90.356
3.350000	90.645
3.400000	90.931
3.450000	91.213
3.500000	91.490
3.550000	91.763
3.600000	92.032
3.650000	92.295
3.700000	92.554
3.750000	92.806
3.820000	93.152
3.870000	93.394
3.950000	93.773
4.000000	94.006
4.060000	94.281
4.120000	94.552
4.180000	94.817
4.250000	95.120
4.310000	95.375
4.370000	95.626
4.440000	95.913
4.500000	96.155
4.550000	96.353
4.620000	96.624
4.680000	96.853
4.750000	97.115
4.820000	97.371
4.870000	97.550
4.940000	97.796
5.000000	98.003
5.080000	98.274
5.150000	98.506
5.220000	98.733
5.300000	98.987
5.380000	99.235
5.450000	99.448
5.520000	99.659
5.600000	99.894
5.700000	100.180
5.800000	100.461
5.900000	100.738
6.000000	101.009
6.080000	101.222
6.150000	101.407
6.220000	101.590
6.300000	101.797
6.400000	102.053
6.500000	102.306
6.600000	102.555
6.700000	102.803
6.800000	103.047
6.900000	103.288
7.000000	103.525
7.100000	103.759
7.200000	103.990
7.300000	104.216
7.400000	104.437
7.500000	104.653
7.620000	104.907
7.750000	105.172
7.880000	105.427
8.000000	105.655
8.120000	105.875
8.250000	106.104
8.380000	106.324
8.500000	106.521
8.620000	106.711
8.750000	106.910
8.850000	107.060
9.000000	107.279
9.120000	107.451
9.250000	107.635
9.380000	107.817
9.500000	107.982
9.620000	108.144
9.750000	108.316
9.880000	108.482
10.000000	108.628
10.150000	108.803
10.300000	108.968
10.440000	109.114
10.600000	109.272
10.750000	109.412
10.900000	109.545
11.060000	109.680
11.200000	109.790
11.380000	109.925
11.500000	110.010
11.720000	110.157
11.800000	110.208
12.060000	110.368
12.200000	110.454
12.410000	110.583
12.500000	110.639
12.650000	110.735
12.800000	110.831
13.150000	111.050
13.200000	111.080
13.400000	111.195
13.600000	111.301
13.800000	111.396
14.000000	111.482
14.300000	111.594
14.500000	111.658
14.750000	111.731
15.000000	111.800
15.250000	111.867
15.500000	111.935
15.750000	112.005
16.000000	112.076
16.250000	112.147
16.500000	112.215
16.750000	112.276
17.000000	112.328
17.250000	112.371
17.500000	112.404
17.750000	112.428
18.000000	112.445
18.250000	112.456
18.500000	112.465
18.750000	112.472
19.000000	112.479
19.250000	112.489
19.500000	112.500
19.750000	112.514
20.000000	112.531
20.299999	112.556
20.600000	112.584
20.900000	112.615
21.200001	112.646
21.400000	112.666
21.799999	112.704
22.000000	112.720
22.400000	112.748
22.700001	112.764
23.000000	112.776
23.299999	112.788
23.600000	112.799
24.000000	112.817
24.299999	112.836
24.700001	112.868
25.000000	112.898
25.400000	112.945
25.799999	112.998
26.200001	113.055
26.500000	113.098
26.900000	113.156
27.200001	113.200
27.600000	113.256
28.000000	113.309
28.500000	113.365
29.000000	113.405
29.500000	113.431
30.000000	113.446
30.400000	113.452
30.700001	113.454
31.100000	113.453
31.500000	113.448
32.000000	113.446
32.500000	113.458
33.000000	113.489
33.500000	113.526
34.000000	113.551
34.500000	113.549
35.000000	113.527
35.500000	113.495
36.000000	113.465
36.500000	113.435
37.000000	113.402
37.500000	113.366
38.200001	113.312
38.700001	113.271
39.500000	113.200
40.000000	113.157
40.599998	113.119
41.200001	113.099
41.799999	113.089
42.500000	113.068
43.099998	113.036
43.700001	112.994
44.400002	112.943
45.000000	112.901
45.500000	112.867
46.200001	112.821
46.799999	112.779
47.500000	112.729
48.200001	112.676
48.700001	112.638
49.400002	112.582
50.000000	112.531
50.799999	112.456
51.500000	112.390
52.200001	112.322
53.000000	112.245
53.799999	112.168
54.500000	112.099
55.200001	112.026
56.000000	111.941
57.000000	111.832
58.000000	111.718
59.000000	111.595
60.000000	111.467
60.799999	111.363
61.500000	111.270
62.200001	111.175
63.000000	111.064
64.000000	110.926
65.000000	110.787
66.000000	110.645
67.000000	110.500
68.000000	110.350
69.000000	110.192
70.000000	110.029
71.000000	109.858
72.000000	109.678
73.000000	109.490
74.000000	109.295
75.000000	109.094
76.199997	108.848
77.500000	108.579
78.800003	108.309
80.000000	108.057
81.199997	107.803
82.500000	107.527
83.800003	107.252
85.000000	106.996
86.199997	106.741
87.500000	106.464
88.500000	106.252
90.000000	105.935
91.199997	105.683
92.500000	105.418
93.800003	105.161
95.000000	104.932
96.199997	104.712
97.500000	104.484
98.800003	104.267
100.000000	104.075
101.500000	103.843
103.000000	103.616
104.400002	103.412
106.000000	103.187
107.500000	102.984
109.000000	102.791
110.599998	102.598
112.000000	102.443
113.800003	102.261
115.000000	102.148
117.199997	101.947
118.000000	101.876
120.599998	101.667
122.000000	101.563
124.099998	101.413
125.000000	101.355
126.500000	101.268
128.000000	101.188
131.500000	101.013
132.000000	100.989
134.000000	100.898
136.000000	100.812
138.000000	100.730
140.000000	100.650
143.000000	100.532
145.000000	100.456
147.500000	100.366
150.000000	100.280
152.500000	100.203
155.000000	100.140
157.500000	100.087
160.000000	100.034
162.500000	99.971
165.000000	99.900
167.500000	99.825
170.000000	99.748
172.500000	99.672
175.000000	99.597
177.500000	99.523
180.000000	99.449
182.500000	99.376
185.000000	99.303
187.500000	99.232
190.000000	99.164
192.500000	99.096
195.000000	99.029
197.500000	98.961
200.000000	98.894
203.000000	98.816
206.000000	98.739
209.000000	98.661
212.000000	98.586
214.000000	98.539
218.000000	98.453
220.000000	98.409
224.000000	98.319
227.000000	98.249
230.000000	98.179
233.000000	98.107
236.000000	98.035
240.000000	97.942
243.000000	97.875
247.000000	97.791
250.000000	97.729
254.000000	97.647
258.000000	97.563
262.000000	97.479
265.000000	97.416
269.000000	97.331
272.000000	97.265
276.000000	97.176
280.000000	97.089
285.000000	96.982
290.000000	96.875
295.000000	96.766
300.000000	96.653
304.000000	96.564
307.000000	96.499
311.000000	96.413
315.000000	96.332
320.000000	96.239
325.000000	96.155
330.000000	96.073
335.000000	95.988
340.000000	95.901
345.000000	95.815
350.000000	95.730
355.000000	95.646
360.000000	95.563
365.000000	95.480
370.000000	95.399
375.000000	95.319
382.000000	95.211
387.000000	95.133
395.000000	95.013
400.000000	94.940
406.000000	94.854
412.000000	94.770
418.000000	94.689
425.000000	94.597
431.000000	94.521
437.000000	94.448
444.000000	94.366
450.000000	94.299
455.000000	94.245
462.000000	94.174
468.000000	94.115
475.000000	94.050
482.000000	93.989
487.000000	93.948
494.000000	93.896
500.000000	93.854
508.000000	93.801
515.000000	93.757
522.000000	93.718
530.000000	93.682
538.000000	93.657
545.000000	93.641
552.000000	93.627
560.000000	93.610
570.000000	93.589
580.000000	93.575
590.000000	93.566
600.000000	93.561
608.000000	93.560
615.000000	93.561
622.000000	93.565
630.000000	93.573
640.000000	93.590
650.000000	93.612
660.000000	93.637
670.000000	93.664
680.000000	93.692
690.000000	93.720
700.000000	93.748
710.000000	93.776
720.000000	93.804
730.000000	93.833
740.000000	93.863
750.000000	93.895
762.000000	93.936
775.000000	93.981
788.000000	94.028
800.000000	94.070
812.000000	94.108
825.000000	94.150
838.000000	94.194
850.000000	94.237
862.000000	94.284
875.000000	94.337
885.000000	94.380
900.000000	94.450
912.000000	94.510
925.000000	94.579
938.000000	94.653
950.000000	94.724
962.000000	94.797
975.000000	94.883
988.000000	94.975
1000.000000	95.054
1015.000000	95.131
1030.000000	95.192
1044.000000	95.249
1060.000000	95.324
1075.000000	95.399
1090.000000	95.477
1106.000000	95.560
1120.000000	95.633
1138.000000	95.727
1150.000000	95.789
1172.000000	95.902
1180.000000	95.942
1206.000000	96.069
1220.000000	96.135
1241.000000	96.231
1250.000000	96.276
1265.000000	96.363
1280.000000	96.459
1315.000000	96.680
1320.000000	96.710
1340.000000	96.828
1360.000000	96.944
1380.000000	97.059
1400.000000	97.174
1430.000000	97.347
1450.000000	97.465
1475.000000	97.614
1500.000000	97.769
1525.000000	97.929
1550.000000	98.096
1575.000000	98.272
1600.000000	98.458
1625.000000	98.657
1650.000000	98.869
1675.000000	99.101
1700.000000	99.340
1725.000000	99.567
1750.000000	99.795
1775.000000	100.037
1800.000000	100.284
1825.000000	100.531
1850.000000	100.776
1875.000000	101.018
1900.000000	101.256
1925.000000	101.486
1950.000000	101.708
1975.000000	101.922
2000.000000	102.129
2030.000000	102.369
2060.000000	102.606
2090.000000	102.845
2120.000000	103.089
2140.000000	103.252
2180.000000	103.560
2200.000000	103.699
2240.000000	103.947
2270.000000	104.108
2300.000000	104.254
2330.000000	104.387
2360.000000	104.511
2400.000000	104.663
2430.000000	104.767
2470.000000	104.896
2500.000000	104.984
2540.000000	105.088
2580.000000	105.178
