* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of L, L, L
* Dated: 2023. 10. 26 ¿ÀÈÄ 8:35:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L, L
* Measurement: EQ Bass L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2620.000000	105.256
2650.000000	105.308
2690.000000	105.366
2720.000000	105.402
2760.000000	105.441
2800.000000	105.467
2850.000000	105.485
2900.000000	105.489
2950.000000	105.488
3000.000000	105.488
3040.000000	105.489
3070.000000	105.491
3110.000000	105.490
3150.000000	105.485
3200.000000	105.473
3250.000000	105.454
3300.000000	105.431
3350.000000	105.411
3400.000000	105.404
3450.000000	105.414
3500.000000	105.443
3550.000000	105.484
3600.000000	105.523
3650.000000	105.551
3700.000000	105.564
3750.000000	105.564
3820.000000	105.547
3870.000000	105.526
3950.000000	105.485
4000.000000	105.462
4060.000000	105.432
4120.000000	105.387
4180.000000	105.340
4250.000000	105.290
4310.000000	105.250
4370.000000	105.216
4440.000000	105.190
4500.000000	105.184
4550.000000	105.189
4620.000000	105.199
4680.000000	105.202
4750.000000	105.202
4820.000000	105.203
4870.000000	105.207
4940.000000	105.223
5000.000000	105.248
5080.000000	105.301
5150.000000	105.360
5220.000000	105.424
5300.000000	105.501
5380.000000	105.573
5450.000000	105.630
5520.000000	105.679
5600.000000	105.722
5700.000000	105.765
5800.000000	105.811
5900.000000	105.869
6000.000000	105.933
6080.000000	105.978
6150.000000	106.027
6220.000000	106.072
6300.000000	106.089
6400.000000	106.059
6500.000000	105.980
6600.000000	105.858
6700.000000	105.699
6800.000000	105.505
6900.000000	105.284
7000.000000	105.052
7100.000000	104.829
7200.000000	104.637
7300.000000	104.490
7400.000000	104.392
7500.000000	104.338
7620.000000	104.322
7750.000000	104.336
7880.000000	104.351
8000.000000	104.322
8120.000000	104.209
8250.000000	103.941
8380.000000	103.498
8500.000000	102.936
8620.000000	102.254
8750.000000	101.415
8850.000000	100.727
9000.000000	99.659
9120.000000	98.798
9250.000000	97.877
9380.000000	96.986
9500.000000	96.200
9620.000000	95.450
9750.000000	94.679
9880.000000	93.948
10000.000000	93.309
10150.000000	92.555
10300.000000	91.850
10440.000000	91.267
10600.000000	90.657
10750.000000	90.134
10900.000000	89.673
11060.000000	89.265
11200.000000	88.989
11380.000000	88.722
11500.000000	88.574
11720.000000	88.335
11800.000000	88.262
12060.000000	88.080
12200.000000	88.017
12410.000000	87.976
12500.000000	87.980
12650.000000	88.019
12800.000000	88.109
13150.000000	88.603
13200.000000	88.709
13400.000000	89.227
13600.000000	89.913
13800.000000	90.795
14000.000000	91.907
14300.000000	94.176
14500.000000	96.215
14750.000000	99.106
15000.000000	101.221
15250.000000	101.216
15500.000000	99.080
15750.000000	96.085
16000.000000	93.399
16250.000000	91.425
16500.000000	90.040
16750.000000	89.039
17000.000000	88.318
17250.000000	87.819
17500.000000	87.497
17750.000000	87.338
18000.000000	87.333
18250.000000	87.450
18500.000000	87.627
18750.000000	87.764
19000.000000	87.699
19250.000000	87.223
19500.000000	86.181
19750.000000	84.656
