* Measurement data measured by REW V5.30 beta 3
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -5.8 dBFS, measurement signal peak level -5.9 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -8.8 dBFS using an acoustic timing reference
* Dated: 2023. 11. 28 ¿ÀÀü 1:04:47
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: FAKE DIY IE600 - Measured with IEC 60318-4 - by SilicaGel; Delay -0.0157 ms (-5.4 mm, -0.21 in) using estimated IR delay relative to Acoustic reference played from 2: aune usb dac  2 with no timing offset Clock adjustment: -20.1 ppm
* Measurement: R Default Tip
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	77.263	-2.7810
1.015000	77.507	-3.2201
1.030000	77.750	-3.6605
1.044000	77.975	-4.0733
1.060000	78.231	-4.5482
1.075000	78.470	-4.9969
1.090000	78.709	-5.4493
1.106000	78.963	-5.9338
1.120000	79.182	-6.3548
1.138000	79.458	-6.8891
1.150000	79.638	-7.2406
1.172000	79.963	-7.8758
1.180000	80.079	-8.1039
1.206000	80.448	-8.8354
1.220000	80.643	-9.2233
1.241000	80.929	-9.7979
1.250000	81.050	-10.0416
1.265000	81.250	-10.4447
1.280000	81.446	-10.8441
1.315000	81.895	-11.7629
1.320000	81.958	-11.8928
1.340000	82.208	-12.4094
1.360000	82.454	-12.9215
1.380000	82.697	-13.4297
1.400000	82.938	-13.9346
1.430000	83.294	-14.6867
1.450000	83.530	-15.1851
1.475000	83.821	-15.8029
1.500000	84.106	-16.4092
1.525000	84.385	-17.0025
1.550000	84.658	-17.5845
1.575000	84.925	-18.1573
1.600000	85.186	-18.7228
1.625000	85.443	-19.2827
1.650000	85.694	-19.8386
1.675000	85.941	-20.3921
1.700000	86.183	-20.9444
1.725000	86.422	-21.4969
1.750000	86.658	-22.0507
1.775000	86.890	-22.6069
1.800000	87.120	-23.1664
1.825000	87.347	-23.7296
1.850000	87.571	-24.2948
1.875000	87.791	-24.8590
1.900000	88.007	-25.4208
1.925000	88.219	-25.9797
1.950000	88.427	-26.5356
1.975000	88.631	-27.0882
2.000000	88.832	-27.6375
2.030000	89.068	-28.2924
2.060000	89.300	-28.9429
2.090000	89.528	-29.5891
2.120000	89.753	-30.2315
2.140000	89.901	-30.6578
2.180000	90.192	-31.5066
2.200000	90.336	-31.9295
2.240000	90.618	-32.7726
2.270000	90.824	-33.4022
2.300000	91.027	-34.0288
2.330000	91.225	-34.6516
2.360000	91.420	-35.2704
2.400000	91.674	-36.0882
2.430000	91.860	-36.6961
2.470000	92.105	-37.4988
2.500000	92.285	-38.0950
2.540000	92.521	-38.8824
2.580000	92.753	-39.6628
2.620000	92.979	-40.4389
2.650000	93.145	-41.0184
2.690000	93.362	-41.7866
2.720000	93.521	-42.3586
2.760000	93.729	-43.1149
2.800000	93.932	-43.8629
2.850000	94.181	-44.7854
2.900000	94.424	-45.6930
2.950000	94.662	-46.5876
3.000000	94.894	-47.4745
3.040000	95.074	-48.1792
3.070000	95.207	-48.7041
3.110000	95.380	-49.3983
3.150000	95.550	-50.0850
3.200000	95.758	-50.9315
3.250000	95.962	-51.7633
3.300000	96.162	-52.5805
3.350000	96.358	-53.3865
3.400000	96.548	-54.1843
3.450000	96.734	-54.9732
3.500000	96.915	-55.7522
3.550000	97.093	-56.5203
3.600000	97.267	-57.2766
3.650000	97.438	-58.0208
3.700000	97.606	-58.7546
3.750000	97.770	-59.4802
3.820000	97.994	-60.4830
3.870000	98.150	-61.1891
3.950000	98.394	-62.3000
4.000000	98.543	-62.9818
4.060000	98.719	-63.7880
4.120000	98.891	-64.5835
4.180000	99.059	-65.3693
4.250000	99.250	-66.2734
4.310000	99.411	-67.0374
4.370000	99.568	-67.7912
4.440000	99.748	-68.6589
4.500000	99.899	-69.3944
4.550000	100.023	-70.0015
4.620000	100.192	-70.8424
4.680000	100.334	-71.5543
4.750000	100.497	-72.3747
4.820000	100.656	-73.1854
4.870000	100.768	-73.7596
4.940000	100.920	-74.5563
5.000000	101.049	-75.2321
5.080000	101.216	-76.1220
5.150000	101.359	-76.8905
5.220000	101.499	-77.6516
5.300000	101.655	-78.5127
5.380000	101.807	-79.3632
5.450000	101.937	-80.0974
5.520000	102.064	-80.8225
5.600000	102.206	-81.6422
5.700000	102.378	-82.6538
5.800000	102.544	-83.6481
5.900000	102.706	-84.6240
6.000000	102.863	-85.5846
6.080000	102.985	-86.3424
6.150000	103.090	-86.9967
6.220000	103.192	-87.6425
6.300000	103.307	-88.3710
6.400000	103.447	-89.2690
6.500000	103.582	-90.1525
6.600000	103.715	-91.0208
6.700000	103.844	-91.8751
6.800000	103.969	-92.7166
6.900000	104.092	-93.5454
7.000000	104.211	-94.3615
7.100000	104.328	-95.1662
7.200000	104.442	-95.9601
7.300000	104.553	-96.7430
7.400000	104.662	-97.5156
7.500000	104.768	-98.2788
7.620000	104.892	-99.1822
7.750000	105.022	-100.1458
7.880000	105.149	-101.0952
8.000000	105.262	-101.9589
8.120000	105.372	-102.8106
8.250000	105.488	-103.7209
8.380000	105.601	-104.6179
8.500000	105.702	-105.4342
8.620000	105.800	-106.2401
