* Measurement data measured by REW V5.20.13
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -9.4 dBFS, measurement signal peak level -7.8 dBFS
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 2023. 10. 26 ¿ÀÈÄ 9:48:52
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 0.0714 ms (24 mm, 0.96 in) using estimated IR delay relative to Acoustic reference played from refR.wav with no timing offset Clock adjustment: -257.6 ppm
* Measurement: EQ Voice R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	61.080	45.5297
1.015000	61.295	46.7883
1.030000	61.511	47.9828
1.044000	61.714	49.0333
1.060000	61.946	50.1498
1.075000	62.162	51.1073
1.090000	62.378	51.9708
1.106000	62.607	52.7847
1.120000	62.813	53.4294
1.138000	63.089	54.1768
1.150000	63.278	54.6263
1.172000	63.636	55.3545
1.180000	63.770	55.5900
1.206000	64.212	56.2541
1.220000	64.455	56.5513
1.241000	64.825	56.9243
1.250000	64.985	57.0590
1.265000	65.253	57.2522
1.280000	65.522	57.4088
1.315000	66.150	57.6478
1.320000	66.240	57.6690
1.340000	66.596	57.7257
1.360000	66.947	57.7425
1.380000	67.293	57.7261
1.400000	67.632	57.6830
1.430000	68.122	57.5834
1.450000	68.434	57.5033
1.475000	68.807	57.3897
1.500000	69.168	57.1844
1.525000	69.521	56.8778
1.550000	69.866	56.4814
1.575000	70.203	56.0070
1.600000	70.534	55.4660
1.625000	70.857	54.8702
1.650000	71.174	54.2310
1.675000	71.486	53.5602
1.700000	71.792	52.8692
1.725000	72.093	52.1697
1.750000	72.390	51.4734
1.775000	72.683	50.7917
1.800000	72.972	50.1364
1.825000	73.258	49.5190
1.850000	73.540	48.9333
1.875000	73.816	48.3432
1.900000	74.087	47.7472
1.925000	74.352	47.1460
1.950000	74.612	46.5399
1.975000	74.867	45.9294
2.000000	75.117	45.3150
2.030000	75.413	44.5732
2.060000	75.703	43.8272
2.090000	75.988	43.0778
2.120000	76.268	42.3258
2.140000	76.453	41.8235
2.180000	76.819	40.8174
2.200000	77.000	40.3140
2.240000	77.356	39.2956
2.270000	77.616	38.5206
2.300000	77.871	37.7385
2.330000	78.121	36.9520
2.360000	78.367	36.1633
2.400000	78.688	35.1126
2.430000	78.925	34.3284
2.470000	79.236	33.2925
2.500000	79.465	32.5261
2.540000	79.769	31.5226
2.580000	80.068	30.5443
2.620000	80.361	29.5831
2.650000	80.577	28.8713
2.690000	80.860	27.9336
2.720000	81.069	27.2383
2.760000	81.342	26.3213
2.800000	81.612	25.4148
2.850000	81.943	24.2949
2.900000	82.270	23.1881
2.950000	82.592	22.0932
3.000000	82.909	21.0145
3.040000	83.157	20.1632
3.070000	83.341	19.5311
3.110000	83.583	18.6961
3.150000	83.821	17.8694
3.200000	84.116	16.8464
3.250000	84.406	15.8337
3.300000	84.693	14.8298
3.350000	84.976	13.8363
3.400000	85.254	12.8547
3.450000	85.528	11.8843
3.500000	85.798	10.9245
3.550000	86.064	9.9747
3.600000	86.326	9.0344
3.650000	86.585	8.1028
3.700000	86.841	7.1808
3.750000	87.093	6.2708
3.820000	87.439	5.0143
3.870000	87.683	4.1271
3.950000	88.065	2.7211
4.000000	88.299	1.8484
4.060000	88.576	0.8048
4.120000	88.848	-0.2336
4.180000	89.116	-1.2648
4.250000	89.421	-2.4562
4.310000	89.678	-3.4652
4.370000	89.930	-4.4610
4.440000	90.219	-5.6047
4.500000	90.461	-6.5718
4.550000	90.659	-7.3686
4.620000	90.932	-8.4699
4.680000	91.161	-9.4006
