* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of EQ Mid L, EQ Mid L, EQ Mid L
* Dated: 2023. 10. 26 ¿ÀÈÄ 8:37:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of EQ Mid L, EQ Mid L, EQ Mid L
* Measurement: EQ Voice L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
16500.000000	90.082
16750.000000	89.078
17000.000000	88.355
17250.000000	87.853
17500.000000	87.529
17750.000000	87.366
18000.000000	87.359
18250.000000	87.473
18500.000000	87.646
18750.000000	87.780
19000.000000	87.712
19250.000000	87.232
19500.000000	86.179
19750.000000	84.641
