* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of EQ Mid L, EQ Mid L, EQ Mid L
* Dated: 2023. 10. 26 ¿ÀÈÄ 8:37:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of EQ Mid L, EQ Mid L, EQ Mid L
* Measurement: EQ Voice L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	76.494
2.240000	76.771
2.270000	76.979
2.300000	77.187
2.330000	77.395
2.360000	77.603
2.400000	77.881
2.430000	78.089
2.470000	78.366
2.500000	78.574
2.540000	78.851
2.580000	79.139
2.620000	79.451
2.650000	79.694
2.690000	80.024
2.720000	80.274
2.760000	80.609
2.800000	80.940
2.850000	81.341
2.900000	81.722
2.950000	82.073
3.000000	82.400
3.040000	82.649
3.070000	82.829
3.110000	83.062
3.150000	83.290
3.200000	83.569
3.250000	83.847
3.300000	84.127
3.350000	84.408
3.400000	84.686
3.450000	84.960
3.500000	85.230
3.550000	85.495
3.600000	85.757
3.650000	86.013
3.700000	86.264
3.750000	86.510
3.820000	86.846
3.870000	87.081
3.950000	87.449
4.000000	87.676
4.060000	87.944
4.120000	88.208
4.180000	88.466
4.250000	88.762
4.310000	89.011
4.370000	89.257
4.440000	89.539
4.500000	89.777
4.550000	89.972
4.620000	90.241
4.680000	90.467
4.750000	90.728
4.820000	90.984
4.870000	91.164
4.940000	91.412
5.000000	91.621
5.080000	91.895
5.150000	92.131
5.220000	92.363
5.300000	92.623
5.380000	92.878
5.450000	93.097
5.520000	93.313
5.600000	93.555
5.700000	93.850
5.800000	94.138
5.900000	94.420
6.000000	94.695
6.080000	94.910
6.150000	95.095
6.220000	95.277
6.300000	95.482
6.400000	95.733
6.500000	95.978
6.600000	96.219
6.700000	96.455
6.800000	96.687
6.900000	96.915
7.000000	97.141
7.100000	97.362
7.200000	97.581
7.300000	97.797
7.400000	98.010
7.500000	98.222
7.620000	98.471
7.750000	98.737
7.880000	98.999
8.000000	99.235
8.120000	99.466
8.250000	99.710
8.380000	99.948
8.500000	100.160
8.620000	100.365
8.750000	100.579
8.850000	100.738
9.000000	100.967
9.120000	101.143
9.250000	101.328
9.380000	101.507
9.500000	101.666
9.620000	101.821
9.750000	101.984
9.880000	102.141
10.000000	102.281
10.150000	102.450
10.300000	102.617
10.440000	102.770
10.600000	102.944
10.750000	103.108
10.900000	103.272
11.060000	103.444
11.200000	103.593
11.380000	103.777
11.500000	103.895
11.720000	104.097
11.800000	104.166
12.060000	104.370
12.200000	104.470
12.410000	104.608
12.500000	104.665
12.650000	104.755
12.800000	104.842
13.150000	105.030
13.200000	105.056
13.400000	105.153
13.600000	105.246
13.800000	105.334
14.000000	105.417
14.300000	105.532
14.500000	105.601
14.750000	105.679
15.000000	105.750
15.250000	105.814
15.500000	105.877
15.750000	105.942
16.000000	106.012
16.250000	106.092
16.500000	106.179
16.750000	106.273
17.000000	106.370
17.250000	106.466
17.500000	106.557
17.750000	106.640
18.000000	106.713
18.250000	106.773
18.500000	106.820
18.750000	106.852
19.000000	106.871
19.250000	106.876
19.500000	106.867
19.750000	106.843
20.000000	106.807
20.299999	106.748
20.600000	106.677
20.900000	106.600
21.200001	106.524
21.400000	106.479
21.799999	106.404
22.000000	106.376
22.400000	106.342
22.700001	106.332
23.000000	106.335
23.299999	106.348
23.600000	106.371
24.000000	106.416
24.299999	106.460
24.700001	106.526
25.000000	106.580
25.400000	106.654
25.799999	106.729
26.200001	106.805
26.500000	106.861
26.900000	106.931
27.200001	106.980
27.600000	107.037
28.000000	107.086
28.500000	107.139
29.000000	107.183
29.500000	107.218
30.000000	107.238
30.400000	107.240
30.700001	107.232
31.100000	107.209
31.500000	107.177
32.000000	107.139
32.500000	107.114
33.000000	107.105
33.500000	107.097
34.000000	107.070
34.500000	107.019
35.000000	106.951
35.500000	106.879
36.000000	106.810
36.500000	106.742
37.000000	106.676
37.500000	106.614
38.200001	106.537
38.700001	106.483
39.500000	106.390
40.000000	106.335
40.599998	106.286
41.200001	106.251
41.799999	106.224
42.500000	106.196
43.099998	106.169
43.700001	106.126
44.400002	106.052
45.000000	105.985
45.500000	105.939
46.200001	105.881
46.799999	105.824
47.500000	105.753
48.200001	105.694
48.700001	105.660
49.400002	105.613
50.000000	105.565
50.799999	105.495
51.500000	105.432
52.200001	105.369
53.000000	105.302
53.799999	105.238
54.500000	105.180
55.200001	105.122
56.000000	105.059
57.000000	104.986
58.000000	104.915
59.000000	104.845
60.000000	104.774
60.799999	104.718
61.500000	104.670
62.200001	104.625
63.000000	104.578
64.000000	104.523
65.000000	104.470
66.000000	104.420
67.000000	104.376
68.000000	104.336
69.000000	104.300
70.000000	104.264
71.000000	104.225
72.000000	104.186
73.000000	104.147
74.000000	104.108
75.000000	104.069
76.199997	104.021
77.500000	103.970
78.800003	103.922
80.000000	103.876
81.199997	103.826
82.500000	103.772
83.800003	103.719
85.000000	103.671
86.199997	103.626
87.500000	103.575
88.500000	103.536
90.000000	103.477
91.199997	103.430
92.500000	103.380
93.800003	103.331
95.000000	103.286
96.199997	103.243
97.500000	103.196
98.800003	103.147
100.000000	103.102
101.500000	103.045
103.000000	102.987
104.400002	102.930
106.000000	102.865
107.500000	102.804
109.000000	102.745
110.599998	102.682
112.000000	102.627
113.800003	102.559
115.000000	102.515
117.199997	102.440
118.000000	102.415
120.599998	102.324
122.000000	102.272
124.099998	102.197
125.000000	102.165
126.500000	102.115
128.000000	102.067
131.500000	101.966
132.000000	101.952
134.000000	101.897
136.000000	101.842
138.000000	101.786
140.000000	101.729
143.000000	101.640
145.000000	101.580
147.500000	101.502
150.000000	101.423
152.500000	101.348
155.000000	101.284
157.500000	101.228
160.000000	101.168
162.500000	101.099
165.000000	101.026
167.500000	100.952
170.000000	100.880
172.500000	100.806
175.000000	100.732
177.500000	100.657
180.000000	100.579
182.500000	100.501
185.000000	100.424
187.500000	100.349
190.000000	100.274
192.500000	100.200
195.000000	100.128
197.500000	100.057
200.000000	99.988
203.000000	99.906
206.000000	99.827
209.000000	99.750
212.000000	99.677
214.000000	99.631
218.000000	99.544
220.000000	99.502
224.000000	99.414
227.000000	99.346
230.000000	99.278
233.000000	99.210
236.000000	99.142
240.000000	99.053
243.000000	98.990
247.000000	98.912
250.000000	98.856
254.000000	98.781
258.000000	98.707
262.000000	98.632
265.000000	98.575
269.000000	98.498
272.000000	98.441
276.000000	98.365
280.000000	98.290
285.000000	98.197
290.000000	98.105
295.000000	98.016
300.000000	97.927
304.000000	97.857
307.000000	97.804
311.000000	97.736
315.000000	97.671
320.000000	97.597
325.000000	97.529
330.000000	97.464
335.000000	97.398
340.000000	97.334
345.000000	97.273
350.000000	97.214
355.000000	97.158
360.000000	97.101
365.000000	97.045
370.000000	96.988
375.000000	96.931
382.000000	96.855
387.000000	96.803
395.000000	96.727
400.000000	96.681
406.000000	96.627
412.000000	96.576
418.000000	96.529
425.000000	96.477
431.000000	96.436
437.000000	96.396
444.000000	96.354
450.000000	96.321
455.000000	96.295
462.000000	96.263
468.000000	96.241
475.000000	96.218
482.000000	96.197
487.000000	96.186
494.000000	96.176
500.000000	96.173
508.000000	96.176
515.000000	96.182
522.000000	96.189
530.000000	96.200
538.000000	96.214
545.000000	96.231
552.000000	96.253
560.000000	96.281
570.000000	96.321
580.000000	96.366
590.000000	96.415
600.000000	96.468
608.000000	96.514
615.000000	96.556
622.000000	96.599
630.000000	96.653
640.000000	96.726
650.000000	96.804
660.000000	96.884
670.000000	96.965
680.000000	97.046
690.000000	97.127
700.000000	97.209
710.000000	97.289
720.000000	97.369
730.000000	97.448
740.000000	97.528
750.000000	97.608
762.000000	97.705
775.000000	97.811
788.000000	97.917
800.000000	98.013
812.000000	98.104
825.000000	98.200
838.000000	98.298
850.000000	98.389
862.000000	98.481
875.000000	98.583
885.000000	98.663
900.000000	98.785
912.000000	98.886
925.000000	98.997
938.000000	99.110
950.000000	99.217
962.000000	99.326
975.000000	99.445
988.000000	99.562
1000.000000	99.663
1015.000000	99.775
1030.000000	99.877
1044.000000	99.972
1060.000000	100.080
1075.000000	100.183
1090.000000	100.285
1106.000000	100.393
1120.000000	100.486
1138.000000	100.603
1150.000000	100.679
1172.000000	100.815
1180.000000	100.862
1206.000000	101.009
1220.000000	101.084
1241.000000	101.197
1250.000000	101.248
1265.000000	101.340
1280.000000	101.435
1315.000000	101.651
1320.000000	101.680
1340.000000	101.796
1360.000000	101.908
1380.000000	102.016
1400.000000	102.121
1430.000000	102.277
1450.000000	102.379
1475.000000	102.508
1500.000000	102.640
1525.000000	102.775
1550.000000	102.915
1575.000000	103.061
1600.000000	103.217
1625.000000	103.385
1650.000000	103.561
1675.000000	103.746
1700.000000	103.937
1725.000000	104.135
1750.000000	104.337
1775.000000	104.542
1800.000000	104.749
1825.000000	104.957
1850.000000	105.163
1875.000000	105.363
1900.000000	105.558
1925.000000	105.747
1950.000000	105.926
1975.000000	106.098
2000.000000	106.262
2030.000000	106.451
2060.000000	106.634
2090.000000	106.818
2120.000000	107.004
2140.000000	107.127
2180.000000	107.354
2200.000000	107.459
2240.000000	107.649
2270.000000	107.765
2300.000000	107.862
2330.000000	107.948
2360.000000	108.024
2400.000000	108.112
2430.000000	108.170
2470.000000	108.236
2500.000000	108.278
2540.000000	108.323
2580.000000	108.354
2620.000000	108.374
2650.000000	108.382
2690.000000	108.385
2720.000000	108.380
2760.000000	108.363
2800.000000	108.336
2850.000000	108.288
2900.000000	108.229
2950.000000	108.163
3000.000000	108.097
3040.000000	108.047
3070.000000	108.008
3110.000000	107.956
3150.000000	107.911
3200.000000	107.855
3250.000000	107.787
3300.000000	107.713
3350.000000	107.643
3400.000000	107.584
3450.000000	107.543
3500.000000	107.523
3550.000000	107.516
3600.000000	107.511
3650.000000	107.496
3700.000000	107.469
3750.000000	107.430
3820.000000	107.360
3870.000000	107.302
3950.000000	107.202
4000.000000	107.139
4060.000000	107.062
4120.000000	106.982
4180.000000	106.903
4250.000000	106.811
4310.000000	106.734
4370.000000	106.663
4440.000000	106.596
4500.000000	106.558
4550.000000	106.536
4620.000000	106.510
4680.000000	106.486
4750.000000	106.453
4820.000000	106.422
4870.000000	106.403
4940.000000	106.387
5000.000000	106.385
5080.000000	106.404
5150.000000	106.434
5220.000000	106.471
5300.000000	106.517
5380.000000	106.561
5450.000000	106.593
5520.000000	106.619
5600.000000	106.637
5700.000000	106.649
5800.000000	106.662
5900.000000	106.690
6000.000000	106.734
6080.000000	106.773
6150.000000	106.802
6220.000000	106.817
6300.000000	106.810
6400.000000	106.755
6500.000000	106.653
6600.000000	106.508
6700.000000	106.325
6800.000000	106.109
6900.000000	105.871
7000.000000	105.627
7100.000000	105.394
7200.000000	105.180
7300.000000	105.012
7400.000000	104.896
7500.000000	104.827
7620.000000	104.793
7750.000000	104.789
7880.000000	104.786
8000.000000	104.743
8120.000000	104.615
8250.000000	104.333
8380.000000	103.874
8500.000000	103.301
8620.000000	102.607
8750.000000	101.756
8850.000000	101.058
9000.000000	99.978
9120.000000	99.106
9250.000000	98.175
9380.000000	97.274
9500.000000	96.479
9620.000000	95.722
9750.000000	94.941
9880.000000	94.205
10000.000000	93.568
10150.000000	92.815
10300.000000	92.112
10440.000000	91.507
10600.000000	90.873
10750.000000	90.338
10900.000000	89.869
11060.000000	89.454
11200.000000	89.171
11380.000000	88.897
11500.000000	88.744
11720.000000	88.498
11800.000000	88.422
12060.000000	88.228
12200.000000	88.160
12410.000000	88.112
12500.000000	88.113
12650.000000	88.147
12800.000000	88.231
13150.000000	88.717
13200.000000	88.822
13400.000000	89.333
13600.000000	90.013
13800.000000	90.890
14000.000000	91.999
14300.000000	94.265
14500.000000	96.301
14750.000000	99.186
15000.000000	101.293
15250.000000	101.277
15500.000000	99.133
15750.000000	96.134
16000.000000	93.447
16250.000000	91.471
