* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of R, R, R, R, R, R, R, R, R, R
* Dated: 2023. 9. 16 ¿ÀÈÄ 10:43:14
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R, R, R, R, R, R, R, R, R, R
* Measurement: R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	64.743
2.240000	65.045
2.270000	65.271
2.300000	65.497
2.330000	65.723
2.360000	65.949
2.400000	66.250
2.430000	66.476
2.470000	66.778
2.500000	67.004
2.540000	67.305
2.580000	67.616
2.620000	67.952
2.650000	68.211
2.690000	68.565
2.720000	68.832
2.760000	69.189
2.800000	69.541
2.850000	69.969
2.900000	70.373
2.950000	70.747
3.000000	71.096
3.040000	71.360
3.070000	71.551
3.110000	71.799
3.150000	72.040
3.200000	72.335
3.250000	72.626
3.300000	72.918
3.350000	73.209
3.400000	73.495
3.450000	73.776
3.500000	74.051
3.550000	74.320
3.600000	74.584
3.650000	74.841
3.700000	75.092
3.750000	75.336
3.820000	75.667
3.870000	75.897
3.950000	76.255
4.000000	76.474
4.060000	76.732
4.120000	76.982
4.180000	77.227
4.250000	77.504
4.310000	77.736
4.370000	77.964
4.440000	78.225
4.500000	78.443
4.550000	78.621
4.620000	78.864
4.680000	79.068
4.750000	79.302
4.820000	79.531
4.870000	79.691
4.940000	79.911
5.000000	80.095
5.080000	80.336
5.150000	80.543
5.220000	80.746
5.300000	80.972
5.380000	81.193
5.450000	81.383
5.520000	81.569
5.600000	81.778
5.700000	82.032
5.800000	82.279
5.900000	82.519
6.000000	82.753
6.080000	82.935
6.150000	83.091
6.220000	83.245
6.300000	83.416
6.400000	83.625
6.500000	83.828
6.600000	84.026
6.700000	84.218
6.800000	84.405
6.900000	84.587
7.000000	84.764
7.100000	84.936
7.200000	85.103
7.300000	85.267
7.400000	85.426
7.500000	85.581
7.620000	85.763
7.750000	85.954
7.880000	86.140
8.000000	86.306
8.120000	86.469
8.250000	86.641
8.380000	86.809
8.500000	86.960
8.620000	87.108
8.750000	87.264
8.850000	87.382
9.000000	87.555
9.120000	87.689
9.250000	87.833
9.380000	87.975
9.500000	88.101
9.620000	88.223
9.750000	88.351
9.880000	88.473
10.000000	88.577
10.150000	88.699
10.300000	88.813
10.440000	88.913
10.600000	89.020
10.750000	89.117
10.900000	89.211
11.060000	89.308
11.200000	89.390
11.380000	89.493
11.500000	89.559
11.720000	89.676
11.800000	89.717
12.060000	89.848
12.200000	89.918
12.410000	90.025
12.500000	90.071
12.650000	90.151
12.800000	90.232
13.150000	90.423
13.200000	90.449
13.400000	90.554
13.600000	90.655
13.800000	90.751
14.000000	90.844
14.300000	90.974
14.500000	91.056
14.750000	91.153
15.000000	91.245
15.250000	91.335
15.500000	91.424
15.750000	91.513
16.000000	91.604
16.250000	91.695
16.500000	91.785
16.750000	91.873
17.000000	91.957
17.250000	92.035
17.500000	92.107
17.750000	92.174
18.000000	92.238
18.250000	92.298
18.500000	92.358
18.750000	92.418
19.000000	92.478
19.250000	92.540
19.500000	92.601
19.750000	92.663
20.000000	92.723
20.299999	92.792
20.600000	92.857
20.900000	92.918
21.200001	92.976
21.400000	93.013
21.799999	93.084
22.000000	93.118
22.400000	93.186
22.700001	93.234
23.000000	93.281
23.299999	93.327
23.600000	93.372
24.000000	93.434
24.299999	93.481
24.700001	93.543
25.000000	93.588
25.400000	93.641
25.799999	93.688
26.200001	93.732
26.500000	93.765
26.900000	93.807
27.200001	93.836
27.600000	93.869
28.000000	93.899
28.500000	93.938
29.000000	93.988
29.500000	94.042
30.000000	94.081
30.400000	94.096
30.700001	94.102
31.100000	94.111
31.500000	94.131
32.000000	94.174
32.500000	94.223
33.000000	94.264
33.500000	94.292
34.000000	94.316
34.500000	94.344
35.000000	94.378
35.500000	94.412
36.000000	94.437
36.500000	94.448
37.000000	94.449
37.500000	94.451
38.200001	94.461
38.700001	94.461
39.500000	94.440
40.000000	94.435
40.599998	94.468
41.200001	94.543
41.799999	94.639
42.500000	94.760
43.099998	94.864
43.700001	94.944
44.400002	94.987
45.000000	94.996
45.500000	95.011
46.200001	95.057
46.799999	95.099
47.500000	95.121
48.200001	95.126
48.700001	95.132
49.400002	95.146
50.000000	95.154
50.799999	95.151
51.500000	95.147
52.200001	95.146
53.000000	95.146
53.799999	95.154
54.500000	95.169
55.200001	95.178
56.000000	95.181
57.000000	95.189
58.000000	95.178
59.000000	95.149
60.000000	95.147
60.799999	95.161
61.500000	95.173
62.200001	95.180
63.000000	95.183
64.000000	95.188
65.000000	95.198
66.000000	95.207
67.000000	95.212
68.000000	95.214
69.000000	95.221
70.000000	95.232
71.000000	95.238
72.000000	95.239
73.000000	95.246
74.000000	95.260
75.000000	95.272
76.199997	95.282
77.500000	95.289
78.800003	95.297
80.000000	95.303
81.199997	95.304
82.500000	95.303
83.800003	95.300
85.000000	95.296
86.199997	95.290
87.500000	95.281
88.500000	95.278
90.000000	95.280
91.199997	95.284
92.500000	95.284
93.800003	95.282
95.000000	95.279
96.199997	95.275
97.500000	95.269
98.800003	95.267
100.000000	95.270
101.500000	95.278
103.000000	95.286
104.400002	95.288
106.000000	95.285
107.500000	95.282
109.000000	95.278
110.599998	95.273
112.000000	95.271
113.800003	95.269
115.000000	95.268
117.199997	95.261
118.000000	95.255
120.599998	95.236
122.000000	95.229
124.099998	95.220
125.000000	95.218
126.500000	95.220
128.000000	95.226
131.500000	95.237
132.000000	95.238
134.000000	95.243
136.000000	95.248
138.000000	95.254
140.000000	95.258
143.000000	95.263
145.000000	95.267
147.500000	95.271
150.000000	95.273
152.500000	95.276
155.000000	95.280
157.500000	95.288
160.000000	95.296
162.500000	95.294
165.000000	95.286
167.500000	95.279
170.000000	95.273
172.500000	95.268
175.000000	95.261
177.500000	95.250
180.000000	95.236
182.500000	95.221
185.000000	95.207
187.500000	95.194
190.000000	95.183
192.500000	95.172
195.000000	95.159
197.500000	95.147
200.000000	95.137
203.000000	95.127
206.000000	95.118
209.000000	95.106
212.000000	95.095
214.000000	95.088
218.000000	95.072
220.000000	95.064
224.000000	95.048
227.000000	95.036
230.000000	95.025
233.000000	95.014
236.000000	95.004
240.000000	94.994
243.000000	94.990
247.000000	94.988
250.000000	94.989
254.000000	94.992
258.000000	94.995
262.000000	94.994
265.000000	94.990
269.000000	94.980
272.000000	94.968
276.000000	94.948
280.000000	94.924
285.000000	94.890
290.000000	94.853
295.000000	94.814
300.000000	94.774
304.000000	94.742
307.000000	94.720
311.000000	94.694
315.000000	94.677
320.000000	94.672
325.000000	94.688
330.000000	94.722
335.000000	94.768
340.000000	94.813
345.000000	94.848
350.000000	94.867
355.000000	94.872
360.000000	94.869
365.000000	94.863
370.000000	94.858
375.000000	94.854
382.000000	94.848
387.000000	94.840
395.000000	94.827
400.000000	94.817
406.000000	94.800
412.000000	94.781
418.000000	94.760
425.000000	94.735
431.000000	94.714
437.000000	94.690
444.000000	94.663
450.000000	94.641
455.000000	94.624
462.000000	94.599
468.000000	94.578
475.000000	94.554
