* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of R, R, R, R, R, R, R, R, R, R
* Dated: 2023. 9. 16 ¿ÀÈÄ 10:43:14
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of R, R, R, R, R, R, R, R, R, R
* Measurement: R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
482.000000	94.532
487.000000	94.517
494.000000	94.495
500.000000	94.478
508.000000	94.458
515.000000	94.441
522.000000	94.425
530.000000	94.406
538.000000	94.389
545.000000	94.374
552.000000	94.358
560.000000	94.341
570.000000	94.320
580.000000	94.300
590.000000	94.280
600.000000	94.261
608.000000	94.246
615.000000	94.234
622.000000	94.222
630.000000	94.211
640.000000	94.204
650.000000	94.200
660.000000	94.198
670.000000	94.196
680.000000	94.197
690.000000	94.198
700.000000	94.200
710.000000	94.203
720.000000	94.208
730.000000	94.213
740.000000	94.221
750.000000	94.230
762.000000	94.243
775.000000	94.261
788.000000	94.281
800.000000	94.299
812.000000	94.313
825.000000	94.329
838.000000	94.349
850.000000	94.371
862.000000	94.397
875.000000	94.429
885.000000	94.457
900.000000	94.504
912.000000	94.547
925.000000	94.597
938.000000	94.653
950.000000	94.707
962.000000	94.765
975.000000	94.831
988.000000	94.898
1000.000000	94.953
1015.000000	95.008
1030.000000	95.057
1044.000000	95.102
1060.000000	95.156
1075.000000	95.208
1090.000000	95.261
1106.000000	95.318
1120.000000	95.367
1138.000000	95.429
1150.000000	95.468
1172.000000	95.537
1180.000000	95.561
1206.000000	95.632
1220.000000	95.667
1241.000000	95.720
1250.000000	95.746
1265.000000	95.795
1280.000000	95.847
1315.000000	95.963
1320.000000	95.978
1340.000000	96.036
1360.000000	96.089
1380.000000	96.138
1400.000000	96.182
1430.000000	96.242
1450.000000	96.278
1475.000000	96.319
1500.000000	96.357
1525.000000	96.393
1550.000000	96.426
1575.000000	96.458
1600.000000	96.490
1625.000000	96.527
1650.000000	96.564
1675.000000	96.600
1700.000000	96.636
1725.000000	96.671
1750.000000	96.704
1775.000000	96.737
1800.000000	96.769
1825.000000	96.801
1850.000000	96.832
1875.000000	96.862
1900.000000	96.892
1925.000000	96.920
1950.000000	96.948
1975.000000	96.975
2000.000000	97.003
2030.000000	97.035
2060.000000	97.067
2090.000000	97.097
2120.000000	97.125
2140.000000	97.143
2180.000000	97.177
2200.000000	97.194
2240.000000	97.225
2270.000000	97.246
2300.000000	97.265
2330.000000	97.281
2360.000000	97.292
2400.000000	97.302
2430.000000	97.304
2470.000000	97.299
2500.000000	97.288
2540.000000	97.259
2580.000000	97.214
2620.000000	97.151
2650.000000	97.094
2690.000000	97.015
2720.000000	96.966
2760.000000	96.942
2800.000000	96.985
2850.000000	97.117
2900.000000	97.257
2950.000000	97.336
3000.000000	97.346
3040.000000	97.322
3070.000000	97.294
3110.000000	97.250
3150.000000	97.207
3200.000000	97.168
3250.000000	97.150
3300.000000	97.153
3350.000000	97.174
3400.000000	97.215
3450.000000	97.280
3500.000000	97.369
3550.000000	97.466
3600.000000	97.558
3650.000000	97.641
3700.000000	97.720
3750.000000	97.798
3820.000000	97.908
3870.000000	97.990
3950.000000	98.123
4000.000000	98.199
4060.000000	98.274
4120.000000	98.339
4180.000000	98.396
4250.000000	98.450
4310.000000	98.479
4370.000000	98.481
4440.000000	98.442
4500.000000	98.366
4550.000000	98.270
4620.000000	98.082
4680.000000	97.874
4750.000000	97.582
4820.000000	97.243
4870.000000	96.979
4940.000000	96.584
5000.000000	96.233
5080.000000	95.759
5150.000000	95.344
5220.000000	94.934
5300.000000	94.476
5380.000000	94.033
5450.000000	93.659
5520.000000	93.297
5600.000000	92.899
5700.000000	92.426
5800.000000	91.994
5900.000000	91.622
6000.000000	91.325
6080.000000	91.142
6150.000000	91.017
6220.000000	90.917
6300.000000	90.823
6400.000000	90.727
6500.000000	90.656
6600.000000	90.627
6700.000000	90.676
6800.000000	90.823
6900.000000	91.049
7000.000000	91.348
7100.000000	91.726
7200.000000	92.187
7300.000000	92.732
7400.000000	93.365
7500.000000	94.085
7620.000000	95.046
7750.000000	96.086
7880.000000	96.878
8000.000000	97.223
8120.000000	97.077
8250.000000	96.308
8380.000000	95.077
8500.000000	93.773
8620.000000	92.480
8750.000000	91.199
8850.000000	90.323
9000.000000	89.199
9120.000000	88.458
9250.000000	87.804
9380.000000	87.294
9500.000000	86.949
9620.000000	86.723
9750.000000	86.617
9880.000000	86.653
10000.000000	86.809
10150.000000	87.155
10300.000000	87.623
10440.000000	88.099
10600.000000	88.550
10750.000000	88.714
10900.000000	88.494
11060.000000	87.805
11200.000000	86.898
11380.000000	85.518
11500.000000	84.574
11720.000000	82.973
11800.000000	82.459
12060.000000	81.116
12200.000000	80.642
12410.000000	80.316
12500.000000	80.291
12650.000000	80.212
12800.000000	79.675
13150.000000	74.589
13200.000000	73.488
13400.000000	69.397
13600.000000	67.538
13800.000000	67.496
14000.000000	67.935
14300.000000	68.732
14500.000000	69.362
14750.000000	70.360
15000.000000	71.667
15250.000000	73.387
15500.000000	75.653
15750.000000	78.471
16000.000000	81.321
16250.000000	83.087
16500.000000	82.988
16750.000000	81.414
17000.000000	79.463
17250.000000	77.916
17500.000000	76.907
17750.000000	76.255
18000.000000	75.740
18250.000000	75.213
18500.000000	74.623
18750.000000	73.974
19000.000000	73.194
19250.000000	72.097
19500.000000	70.549
19750.000000	68.796
