* Measurement data measured by REW V5.30 beta 3
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -10.3 dBFS, measurement signal peak level -10.4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -14.5 dBFS using an acoustic timing reference
* Dated: 2023. 11. 28 ¿ÀÀü 12:38:38
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: FAKE DIY XELENTO - measured with IEC 60318-4 - by SilicaGel; Delay -0.0652 ms (-22 mm, -0.88 in) using estimated IR delay relative to Acoustic reference played from 2: EPOS GSX 300 2 with no timing offset
* Measurement: R Default Tip
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	68.514	-165.0173
1.015000	68.783	-165.8345
1.030000	69.049	-166.6354
1.044000	69.293	-167.3702
1.060000	69.567	-168.1970
1.075000	69.819	-168.9613
1.090000	70.066	-169.7167
1.106000	70.324	-170.5133
1.120000	70.545	-171.2013
1.138000	70.824	-172.0720
1.150000	71.006	-172.6435
1.172000	71.333	-173.6723
1.180000	71.450	-174.0403
1.206000	71.822	-175.2135
1.220000	72.018	-175.8310
1.241000	72.306	-176.7385
1.250000	72.428	-177.1206
1.265000	72.628	-177.7486
1.280000	72.826	-178.3655
1.315000	73.275	-179.7630
1.320000	73.339	-179.9580
1.340000	73.589	179.2735
1.360000	73.835	178.5228
1.380000	74.078	177.7892
1.400000	74.319	177.0722
1.430000	74.675	176.0264
1.450000	74.909	175.3482
1.475000	75.199	174.5211
1.500000	75.483	173.7170
1.525000	75.761	172.9344
1.550000	76.031	172.1713
1.575000	76.295	171.4256
1.600000	76.553	170.6954
1.625000	76.806	169.9790
1.650000	77.053	169.2747
1.675000	77.296	168.5809
1.700000	77.535	167.8962
1.725000	77.770	167.2192
1.750000	78.001	166.5488
1.775000	78.230	165.8836
1.800000	78.456	165.2228
1.825000	78.679	164.5654
1.850000	78.900	163.9118
1.875000	79.116	163.2633
1.900000	79.328	162.6206
1.925000	79.536	161.9843
1.950000	79.740	161.3547
1.975000	79.940	160.7321
2.000000	80.137	160.1165
2.030000	80.369	159.3872
2.060000	80.597	158.6682
2.090000	80.820	157.9593
2.120000	81.041	157.2603
2.140000	81.186	156.7996
2.180000	81.472	155.8906
2.200000	81.614	155.4416
2.240000	81.892	154.5529
2.270000	82.095	153.8938
2.300000	82.294	153.2415
2.330000	82.490	152.5962
2.360000	82.682	151.9581
2.400000	82.933	151.1189
2.430000	83.117	150.4984
2.470000	83.359	149.6827
2.500000	83.537	149.0797
2.540000	83.772	148.2870
2.580000	84.002	147.5060
2.620000	84.228	146.7342
2.650000	84.393	146.1609
2.690000	84.609	145.4042
2.720000	84.769	144.8429
2.760000	84.977	144.1029
2.800000	85.181	143.3729
2.850000	85.431	142.4748
2.900000	85.676	141.5925
2.950000	85.916	140.7244
3.000000	86.151	139.8667
3.040000	86.334	139.1876
3.070000	86.468	138.6827
3.110000	86.645	138.0161
3.150000	86.819	137.3575
3.200000	87.031	136.5465
3.250000	87.240	135.7497
3.300000	87.445	134.9668
3.350000	87.646	134.1952
3.400000	87.842	133.4328
3.450000	88.033	132.6800
3.500000	88.220	131.9372
3.550000	88.404	131.2051
3.600000	88.584	130.4840
3.650000	88.762	129.7740
3.700000	88.936	129.0735
3.750000	89.106	128.3806
3.820000	89.339	127.4233
3.870000	89.501	126.7495
3.950000	89.755	125.6905
4.000000	89.910	125.0411
4.060000	90.093	124.2737
4.120000	90.272	123.5169
4.180000	90.447	122.7700
4.250000	90.646	121.9115
4.310000	90.813	121.1876
4.370000	90.977	120.4748
4.440000	91.165	119.6561
4.500000	91.322	118.9637
4.550000	91.451	118.3929
4.620000	91.627	117.6041
4.680000	91.776	116.9379
4.750000	91.945	116.1727
4.820000	92.112	115.4191
4.870000	92.228	114.8869
4.940000	92.388	114.1503
5.000000	92.523	113.5271
5.080000	92.699	112.7085
5.150000	92.849	112.0035
5.220000	92.997	111.3076
5.300000	93.162	110.5226
5.380000	93.323	109.7492
5.450000	93.462	109.0823
5.520000	93.597	108.4244
5.600000	93.749	107.6820
5.700000	93.934	106.7677
5.800000	94.115	105.8694
5.900000	94.290	104.9874
6.000000	94.461	104.1193
6.080000	94.595	103.4346
6.150000	94.710	102.8430
6.220000	94.822	102.2585
6.300000	94.949	101.5984
6.400000	95.103	100.7841
6.500000	95.253	99.9823
6.600000	95.400	99.1935
6.700000	95.543	98.4165
6.800000	95.683	97.6505
6.900000	95.819	96.8959
7.000000	95.952	96.1530
7.100000	96.082	95.4203
7.200000	96.209	94.6978
7.300000	96.333	93.9860
7.400000	96.454	93.2844
7.500000	96.572	92.5921
7.620000	96.710	91.7740
7.750000	96.856	90.9035
7.880000	96.998	90.0477
8.000000	97.125	89.2711
8.120000	97.249	88.5072
8.250000	97.380	87.6927
8.380000	97.507	86.8920
8.500000	97.621	86.1649
8.620000	97.733	85.4485
8.750000	97.851	84.6842
8.850000	97.940	84.1045
9.000000	98.070	83.2475
9.120000	98.171	82.5724
9.250000	98.279	81.8513
9.380000	98.383	81.1400
9.500000	98.478	80.4919
9.620000	98.571	79.8517
9.750000	98.668	79.1665
9.880000	98.759	78.4901
10.000000	98.835	77.8732
10.150000	98.920	77.1119
10.300000	98.998	76.3619
10.440000	99.066	75.6718
10.600000	99.140	74.8950
10.750000	99.207	74.1787
10.900000	99.271	73.4736
11.060000	99.338	72.7345
11.200000	99.395	72.0983
11.380000	99.466	71.2946
11.500000	99.512	70.7674
11.720000	99.594	69.8174
11.800000	99.623	69.4769
12.060000	99.715	68.3866
12.200000	99.763	67.8087
12.410000	99.836	66.9526
12.500000	99.870	66.5894
