* Measurement data measured by REW V5.30
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1
* Format: 256k Log Swept Sine, 1 sweep at -12.7 dBFS with no timing reference
* Dated: 2023. 12. 28 ¿ÀÀü 1:46:28
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Grey Deep Insertion
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	58.244	46.0228
1.015000	58.666	46.0320
1.030000	59.080	45.9891
1.044000	59.456	45.9037
1.060000	59.874	45.7551
1.075000	60.252	45.5686
1.090000	60.615	45.3409
1.106000	60.987	45.0674
1.120000	61.305	44.8246
1.138000	61.707	44.5208
1.150000	61.970	44.3229
1.172000	62.444	43.9654
1.180000	62.614	43.8360
1.206000	63.156	43.4128
1.220000	63.443	43.1812
1.241000	63.865	42.8256
1.250000	64.044	42.6696
1.265000	64.338	42.4038
1.280000	64.628	42.1302
1.315000	65.290	41.4568
1.320000	65.383	41.3563
1.340000	65.752	40.9426
1.360000	66.115	40.5096
1.380000	66.472	40.0565
1.400000	66.825	39.5825
1.430000	67.345	38.8314
1.450000	67.686	38.3043
1.475000	68.107	37.6270
1.500000	68.517	36.9578
1.525000	68.916	36.3065
1.550000	69.305	35.6691
1.575000	69.684	35.0405
1.600000	70.054	34.4160
1.625000	70.415	33.7918
1.650000	70.769	33.1644
1.675000	71.115	32.5306
1.700000	71.455	31.8880
1.725000	71.789	31.2342
1.750000	72.118	30.5673
1.775000	72.442	29.8856
1.800000	72.762	29.1878
1.825000	73.079	28.4747
1.850000	73.390	27.7537
1.875000	73.695	27.0353
1.900000	73.994	26.3233
1.925000	74.286	25.6177
1.950000	74.572	24.9179
1.975000	74.852	24.2233
2.000000	75.127	23.5330
2.030000	75.450	22.7092
2.060000	75.766	21.8888
2.090000	76.077	21.0702
2.120000	76.383	20.2518
2.140000	76.584	19.7054
2.180000	76.980	18.6094
2.200000	77.175	18.0597
2.240000	77.557	16.9631
2.270000	77.837	16.1467
2.300000	78.110	15.3369
2.330000	78.377	14.5338
2.360000	78.639	13.7375
2.400000	78.980	12.6859
2.430000	79.231	11.9043
2.470000	79.559	10.8709
2.500000	79.800	10.1015
2.540000	80.117	9.0817
2.580000	80.427	8.0677
2.620000	80.730	7.0599
2.650000	80.952	6.3091
2.690000	81.241	5.3161
2.720000	81.454	4.5780
2.760000	81.731	3.6034
