* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.250. Timing signal peak level -28.7 dBFS, measurement signal peak level -26.8 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 6. 10 오전 2:40:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0223 ms (-7.6 mm, -0.3 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: Zero:Red L + 10ohm Adapter
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	39.800	1.1320
1.015000	39.637	2.9290
1.030000	39.506	4.7190
1.044000	39.418	6.3775
1.060000	39.360	8.2513
1.075000	39.351	9.9801
1.090000	39.388	11.6751
1.106000	39.485	13.4554
1.120000	39.617	15.0802
1.138000	39.848	17.2747
1.150000	40.038	18.7951
1.172000	40.454	21.6810
1.180000	40.624	22.7565
1.206000	41.243	26.3214
1.220000	41.612	28.2706
1.241000	42.205	31.2091
1.250000	42.471	32.4674
1.265000	42.928	34.5545
1.280000	43.399	36.6195
1.315000	44.531	41.2909
1.320000	44.694	41.9355
1.340000	45.348	44.4408
1.360000	45.994	46.8099
1.380000	46.624	49.0170
1.400000	47.230	51.0361
1.430000	48.074	53.6557
1.450000	48.582	55.0917
1.475000	49.146	56.4978
1.500000	49.680	57.5046
1.525000	50.198	58.1580
1.550000	50.700	58.4969
1.575000	51.188	58.5599
1.600000	51.662	58.3859
1.625000	52.123	58.0139
1.650000	52.571	57.4825
1.675000	53.009	56.8306
1.700000	53.435	56.0971
1.725000	53.852	55.3208
1.750000	54.260	54.5404
1.775000	54.660	53.7949
1.800000	55.052	53.1230
1.825000	55.438	52.5636
1.850000	55.816	52.0889
1.875000	56.181	51.5626
1.900000	56.534	50.9854
1.925000	56.875	50.3642
1.950000	57.206	49.7063
1.975000	57.527	49.0186
2.000000	57.839	48.3082
2.030000	58.204	47.4357
2.060000	58.559	46.5529
2.090000	58.906	45.6721
2.120000	59.246	44.8054
2.140000	59.470	44.2414
2.180000	59.913	43.1632
2.200000	60.133	42.6560
2.240000	60.562	41.6777
2.270000	60.872	40.9619
2.300000	61.175	40.2587
2.330000	61.469	39.5653
2.360000	61.756	38.8790
2.400000	62.129	37.9706
2.430000	62.402	37.2907
2.470000	62.759	36.3811
2.500000	63.023	35.6932
2.540000	63.369	34.7631
2.580000	63.712	33.8121
2.620000	64.045	32.8343
2.650000	64.289	32.0876
2.690000	64.607	31.0813
2.720000	64.840	30.3237
2.760000	65.145	29.3167
2.800000	65.443	28.3217
2.850000	65.809	27.1087
2.900000	66.168	25.9463
2.950000	66.522	24.8513
3.000000	66.868	23.8232
3.040000	67.138	23.0386
3.070000	67.336	22.4670
3.110000	67.597	21.7211
3.150000	67.854	20.9866
3.200000	68.169	20.0722
3.250000	68.479	19.1479
3.300000	68.786	18.1981
3.350000	69.087	17.2225
3.400000	69.381	16.2338
3.450000	69.670	15.2401
3.500000	69.954	14.2497
3.550000	70.233	13.2708
3.600000	70.508	12.3116
3.650000	70.779	11.3805
3.700000	71.046	10.4841
3.750000	71.309	9.6185
3.820000	71.669	8.4443
3.870000	71.922	7.6220
3.950000	72.318	6.3136
4.000000	72.561	5.4886
4.060000	72.848	4.4811
4.120000	73.130	3.4626
4.180000	73.406	2.4403
4.250000	73.722	1.2511
4.310000	73.988	0.2415
4.370000	74.249	-0.7528
4.440000	74.548	-1.8877
4.500000	74.799	-2.8428
4.550000	75.005	-3.6291
4.620000	75.287	-4.7190
4.680000	75.525	-5.6466
4.750000	75.797	-6.7260
4.820000	76.063	-7.8048
4.870000	76.250	-8.5728
4.940000	76.506	-9.6427
5.000000	76.722	-10.5531
5.080000	77.004	-11.7547
5.150000	77.245	-12.7922
5.220000	77.482	-13.8180
5.300000	77.746	-14.9771
5.380000	78.003	-16.1224
5.450000	78.224	-17.1136
5.520000	78.442	-18.0947
5.600000	78.685	-19.2023
5.700000	78.980	-20.5676
5.800000	79.268	-21.9145
5.900000	79.549	-23.2455
6.000000	79.822	-24.5602
6.080000	80.036	-25.5993
6.150000	80.219	-26.4989
6.220000	80.399	-27.3891
6.300000	80.601	-28.3938
6.400000	80.848	-29.6313
6.500000	81.089	-30.8523
6.600000	81.324	-32.0608
6.700000	81.554	-33.2572
6.800000	81.778	-34.4400
6.900000	81.997	-35.6087
7.000000	82.211	-36.7626
7.100000	82.420	-37.9008
7.200000	82.624	-39.0252
7.300000	82.823	-40.1385
7.400000	83.018	-41.2422
7.500000	83.208	-42.3347
7.620000	83.431	-43.6314
7.750000	83.665	-45.0187
7.880000	83.893	-46.3875
8.000000	84.096	-47.6354
8.120000	84.294	-48.8694
8.250000	84.502	-50.1906
8.380000	84.703	-51.4938
8.500000	84.883	-52.6802
8.620000	85.058	-53.8514
8.750000	85.242	-55.1009
8.850000	85.379	-56.0471
9.000000	85.578	-57.4435
9.120000	85.733	-58.5398
9.250000	85.898	-59.7058
9.380000	86.058	-60.8495
9.500000	86.202	-61.8869
9.620000	86.342	-62.9064
9.750000	86.489	-63.9905
9.880000	86.629	-65.0590
10.000000	86.752	-66.0321
10.150000	86.898	-67.2308
10.300000	87.037	-68.4184
10.440000	87.160	-69.5161
10.600000	87.296	-70.7621
10.750000	87.420	-71.9268
10.900000	87.540	-73.0863
11.060000	87.664	-74.3183
11.200000	87.769	-75.3928
11.380000	87.898	-76.7628
11.500000	87.980	-77.6693
11.720000	88.123	-79.3093
11.800000	88.172	-79.8962
12.060000	88.324	-81.7694
12.200000	88.403	-82.7506
12.410000	88.520	-84.1876
12.500000	88.570	-84.7905
12.650000	88.656	-85.7773
12.800000	88.741	-86.7455
13.150000	88.942	-88.9405
13.200000	88.970	-89.2487
13.400000	89.082	-90.4674
13.600000	89.190	-91.6699
13.800000	89.295	-92.8588
14.000000	89.397	-94.0342
14.300000	89.542	-95.7708
14.500000	89.633	-96.9082
14.750000	89.743	-98.3037
15.000000	89.846	-99.6688
15.250000	89.945	-101.0028
15.500000	90.039	-102.3081
15.750000	90.129	-103.5859
16.000000	90.216	-104.8388
16.250000	90.299	-106.0665
16.500000	90.380	-107.2686
16.750000	90.456	-108.4433
17.000000	90.529	-109.5894
17.250000	90.599	-110.7073
17.500000	90.667	-111.7979
17.750000	90.732	-112.8659
18.000000	90.796	-113.9146
18.250000	90.859	-114.9479
18.500000	90.919	-115.9697
18.750000	90.977	-116.9805
19.000000	91.032	-117.9805
19.250000	91.084	-118.9680
19.500000	91.134	-119.9411
19.750000	91.181	-120.8983
20.000000	91.225	-121.8385
20.299999	91.276	-122.9443
20.600000	91.323	-124.0261
20.900000	91.369	-125.0848
21.200001	91.411	-126.1205
21.400000	91.438	-126.7980
21.799999	91.490	-128.1210
22.000000	91.515	-128.7669
22.400000	91.562	-130.0293
22.700001	91.596	-130.9541
23.000000	91.630	-131.8645
23.299999	91.662	-132.7632
23.600000	91.692	-133.6507
24.000000	91.728	-134.8140
24.299999	91.753	-135.6673
24.700001	91.782	-136.7744
25.000000	91.802	-137.5806
25.400000	91.827	-138.6260
25.799999	91.851	-139.6452
26.200001	91.873	-140.6451
26.500000	91.889	-141.3842
26.900000	91.908	-142.3546
27.200001	91.921	-143.0700
27.600000	91.936	-144.0065
28.000000	91.950	-144.9245
28.500000	91.964	-146.0489
29.000000	91.976	-147.1477
29.500000	91.985	-148.2165
30.000000	91.991	-149.2519
30.400000	91.996	-150.0580
30.700001	91.999	-150.6518
31.100000	92.003	-151.4315
31.500000	92.006	-152.1985
32.000000	92.010	-153.1385
32.500000	92.012	-154.0569
33.000000	92.014	-154.9559
33.500000	92.015	-155.8394
34.000000	92.013	-156.7077
34.500000	92.009	-157.5566
35.000000	92.004	-158.3814
35.500000	91.997	-159.1827
36.000000	91.991	-159.9673
36.500000	91.984	-160.7420
37.000000	91.975	-161.5073
37.500000	91.964	-162.2572
38.200001	91.947	-163.2710
38.700001	91.934	-163.9726
39.500000	91.914	-165.0750
40.000000	91.901	-165.7538
40.599998	91.884	-166.5515
41.200001	91.866	-167.3275
41.799999	91.849	-168.0875
42.500000	91.827	-168.9592
43.099998	91.806	-169.6891
43.700001	91.785	-170.3989
44.400002	91.761	-171.2066
45.000000	91.739	-171.8875
45.500000	91.720	-172.4465
46.200001	91.693	-173.2122
46.799999	91.668	-173.8516
47.500000	91.639	-174.5789
48.200001	91.609	-175.2886
48.700001	91.588	-175.7877
49.400002	91.556	-176.4778
50.000000	91.525	-177.0576
50.799999	91.479	-177.8068
51.500000	91.437	-178.4449
52.200001	91.394	-179.0762
53.000000	91.345	-179.7886
53.799999	91.294	179.5179
54.500000	91.249	178.9273
55.200001	91.204	178.3488
56.000000	91.152	177.7030
57.000000	91.084	176.9157
58.000000	91.013	176.1537
59.000000	90.942	175.4451
60.000000	90.878	174.7488
60.799999	90.829	174.1583
61.500000	90.782	173.6354
62.200001	90.734	173.1257
63.000000	90.680	172.5562
64.000000	90.613	171.8779
65.000000	90.548	171.2695
66.000000	90.486	170.7034
67.000000	90.424	170.1435
68.000000	90.354	169.6123
69.000000	90.286	169.1777
