* Measurement data measured by REW V5.30 beta 3
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -8.9 dBFS, measurement signal peak level -6.2 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -1.5 dBFS using an acoustic timing reference
* Dated: 2023. 11. 28 ¿ÀÀü 1:13:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: FAKE DIY IE900 - Measured with IEC 60318-4 - by SilicaGel; Delay 0.0375 ms (13 mm, 0.51 in) using estimated IR delay relative to Acoustic reference played from 2: aune usb dac  2 with no timing offset Clock adjustment: -34.1 ppm
* Measurement: R Default Tip
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	67.637	37.5009
1.015000	68.012	37.4421
1.030000	68.380	37.3515
1.044000	68.719	37.2393
1.060000	69.099	37.0793
1.075000	69.447	36.8998
1.090000	69.788	36.6946
1.106000	70.143	36.4584
1.120000	70.448	36.2541
1.138000	70.834	36.0040
1.150000	71.087	35.8440
1.172000	71.542	35.5599
1.180000	71.706	35.4583
1.206000	72.227	35.1298
1.220000	72.502	34.9515
1.241000	72.909	34.6790
1.250000	73.080	34.5596
1.265000	73.364	34.3561
1.280000	73.643	34.1464
1.315000	74.282	33.6279
1.320000	74.372	33.5502
1.340000	74.728	33.2291
1.360000	75.078	32.8912
1.380000	75.424	32.5355
1.400000	75.766	32.1614
1.430000	76.271	31.5646
1.450000	76.604	31.1436
1.475000	77.013	30.6018
1.500000	77.414	30.0693
1.525000	77.806	29.5545
1.550000	78.188	29.0526
1.575000	78.561	28.5581
1.600000	78.926	28.0662
1.625000	79.284	27.5726
1.650000	79.635	27.0739
1.675000	79.978	26.5669
1.700000	80.316	26.0491
1.725000	80.649	25.5183
1.750000	80.976	24.9726
1.775000	81.299	24.4106
1.800000	81.618	23.8311
1.825000	81.933	23.2354
1.850000	82.244	22.6316
1.875000	82.549	22.0313
1.900000	82.847	21.4376
1.925000	83.140	20.8496
1.950000	83.427	20.2661
1.975000	83.708	19.6858
2.000000	83.984	19.1074
2.030000	84.310	18.4140
2.060000	84.629	17.7197
2.090000	84.943	17.0223
2.120000	85.251	16.3202
2.140000	85.454	15.8487
2.180000	85.854	14.8957
2.200000	86.052	14.4151
2.240000	86.439	13.4547
2.270000	86.722	12.7401
2.300000	86.999	12.0310
2.330000	87.271	11.3267
2.360000	87.537	10.6267
2.400000	87.884	9.6986
2.430000	88.139	9.0054
2.470000	88.473	8.0833
2.500000	88.719	7.3922
2.540000	89.042	6.4698
2.580000	89.359	5.5465
2.620000	89.669	4.6262
2.650000	89.896	3.9398
2.690000	90.192	3.0303
2.720000	90.409	2.3527
2.760000	90.693	1.4552
2.800000	90.971	0.5641
2.850000	91.311	-0.5415
2.900000	91.643	-1.6395
2.950000	91.968	-2.7314
3.000000	92.285	-3.8172
3.040000	92.531	-4.6802
3.070000	92.712	-5.3237
3.110000	92.949	-6.1760
3.150000	93.182	-7.0216
3.200000	93.466	-8.0689
3.250000	93.745	-9.1055
3.300000	94.018	-10.1326
3.350000	94.284	-11.1522
3.400000	94.544	-12.1651
3.450000	94.797	-13.1698
3.500000	95.043	-14.1653
3.550000	95.285	-15.1505
3.600000	95.521	-16.1251
3.650000	95.753	-17.0894
3.700000	95.981	-18.0453
3.750000	96.203	-18.9946
3.820000	96.505	-20.3120
3.870000	96.715	-21.2431
3.950000	97.043	-22.7132
4.000000	97.242	-23.6192
4.060000	97.477	-24.6951
4.120000	97.706	-25.7618
4.180000	97.929	-26.8195
4.250000	98.183	-28.0400
4.310000	98.395	-29.0729
4.370000	98.602	-30.0932
4.440000	98.839	-31.2697
4.500000	99.036	-32.2693
4.550000	99.197	-33.0960
4.620000	99.418	-34.2420
4.680000	99.602	-35.2125
4.750000	99.813	-36.3302
4.820000	100.019	-37.4349
4.870000	100.163	-38.2178
4.940000	100.359	-39.3046
5.000000	100.524	-40.2263
5.080000	100.739	-41.4395
5.150000	100.922	-42.4864
5.220000	101.101	-43.5227
5.300000	101.301	-44.6953
5.380000	101.495	-45.8532
5.450000	101.661	-46.8528
5.520000	101.824	-47.8402
5.600000	102.005	-48.9567
5.700000	102.226	-50.3351
5.800000	102.440	-51.6916
5.900000	102.647	-53.0253
6.000000	102.849	-54.3407
6.080000	103.006	-55.3801
6.150000	103.141	-56.2790
6.220000	103.273	-57.1677
6.300000	103.421	-58.1724
6.400000	103.602	-59.4139
6.500000	103.777	-60.6381
6.600000	103.948	-61.8438
6.700000	104.115	-63.0332
6.800000	104.277	-64.2077
6.900000	104.435	-65.3656
7.000000	104.589	-66.5066
7.100000	104.739	-67.6331
7.200000	104.885	-68.7450
7.300000	105.027	-69.8407
7.400000	105.167	-70.9207
7.500000	105.302	-71.9869
7.620000	105.461	-73.2468
7.750000	105.627	-74.5864
7.880000	105.789	-75.9024
8.000000	105.933	-77.0958
8.120000	106.074	-78.2680
