* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), R, volume: 0.250. Timing signal peak level -28.0 dBFS, measurement signal peak level -26.2 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 6. 10 오전 2:31:02
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0219 ms (-7.5 mm, -0.3 in) using estimated IR delay relative to Acoustic reference played from SPEAKER R with no timing offset
* Measurement: Zero:Red R + 10ohm Adapter
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	39.439	-1.7163
1.015000	39.266	0.1028
1.030000	39.127	1.9184
1.044000	39.032	3.6039
1.060000	38.968	5.5125
1.075000	38.956	7.2778
1.090000	38.993	9.0131
1.106000	39.092	10.8416
1.120000	39.229	12.5161
1.138000	39.469	14.7853
1.150000	39.666	16.3615
1.172000	40.098	19.3606
1.180000	40.276	20.4805
1.206000	40.921	24.1996
1.220000	41.305	26.2369
1.241000	41.923	29.3126
1.250000	42.200	30.6311
1.265000	42.677	32.8199
1.280000	43.167	34.9876
1.315000	44.347	39.8976
1.320000	44.517	40.5758
1.340000	45.198	43.2132
1.360000	45.871	45.7091
1.380000	46.527	48.0359
1.400000	47.157	50.1660
1.430000	48.035	52.9314
1.450000	48.561	54.4483
1.475000	49.146	55.9347
1.500000	49.698	57.0055
1.525000	50.233	57.7095
1.550000	50.751	58.0870
1.575000	51.253	58.1781
1.600000	51.741	58.0231
1.625000	52.215	57.6622
1.650000	52.676	57.1356
1.675000	53.124	56.4834
1.700000	53.562	55.7460
1.725000	53.989	54.9634
1.750000	54.407	54.1760
1.775000	54.816	53.4239
1.800000	55.218	52.7473
1.825000	55.614	52.1864
1.850000	56.001	51.7119
1.875000	56.375	51.1817
1.900000	56.735	50.5966
1.925000	57.084	49.9645
1.950000	57.422	49.2930
1.975000	57.750	48.5899
2.000000	58.068	47.8629
2.030000	58.440	46.9699
2.060000	58.802	46.0670
2.090000	59.155	45.1675
2.120000	59.501	44.2849
2.140000	59.729	43.7125
2.180000	60.180	42.6237
2.200000	60.404	42.1151
2.240000	60.841	41.1411
2.270000	61.157	40.4335
2.300000	61.465	39.7418
2.330000	61.764	39.0626
2.360000	62.056	38.3924
2.400000	62.435	37.5068
2.430000	62.712	36.8443
2.470000	63.075	35.9567
2.500000	63.343	35.2832
2.540000	63.694	34.3685
2.580000	64.042	33.4270
2.620000	64.380	32.4543
2.650000	64.627	31.7094
2.690000	64.949	30.7035
2.720000	65.185	29.9449
2.760000	65.493	28.9358
2.800000	65.795	27.9384
2.850000	66.165	26.7232
2.900000	66.528	25.5608
2.950000	66.885	24.4695
3.000000	67.234	23.4475
3.040000	67.506	22.6690
3.070000	67.706	22.1025
3.110000	67.969	21.3638
3.150000	68.227	20.6366
3.200000	68.544	19.7313
3.250000	68.856	18.8153
3.300000	69.164	17.8724
3.350000	69.466	16.9027
3.400000	69.762	15.9190
3.450000	70.052	14.9299
3.500000	70.336	13.9438
3.550000	70.616	12.9690
3.600000	70.891	12.0140
3.650000	71.162	11.0871
3.700000	71.430	10.1950
3.750000	71.693	9.3337
3.820000	72.053	8.1653
3.870000	72.305	7.3472
3.950000	72.700	6.0455
4.000000	72.943	5.2249
4.060000	73.229	4.2227
4.120000	73.510	3.2100
4.180000	73.786	2.1937
4.250000	74.100	1.0114
4.310000	74.365	0.0074
4.370000	74.625	-0.9817
4.440000	74.922	-2.1114
4.500000	75.172	-3.0629
4.550000	75.376	-3.8464
4.620000	75.657	-4.9326
4.680000	75.893	-5.8570
4.750000	76.163	-6.9321
4.820000	76.427	-8.0059
4.870000	76.612	-8.7701
4.940000	76.866	-9.8344
5.000000	77.080	-10.7398
5.080000	77.359	-11.9347
5.150000	77.599	-12.9663
5.220000	77.833	-13.9863
5.300000	78.094	-15.1387
5.380000	78.349	-16.2771
5.450000	78.568	-17.2617
5.520000	78.783	-18.2355
5.600000	79.024	-19.3340
5.700000	79.317	-20.6871
5.800000	79.602	-22.0213
5.900000	79.881	-23.3399
6.000000	80.152	-24.6417
6.080000	80.364	-25.6705
6.150000	80.546	-26.5613
6.220000	80.725	-27.4429
6.300000	80.927	-28.4383
6.400000	81.173	-29.6646
6.500000	81.413	-30.8749
6.600000	81.648	-32.0738
6.700000	81.877	-33.2620
6.800000	82.101	-34.4374
6.900000	82.320	-35.5995
7.000000	82.534	-36.7475
7.100000	82.743	-37.8807
7.200000	82.947	-39.0007
7.300000	83.146	-40.1093
7.400000	83.341	-41.2076
7.500000	83.532	-42.2947
7.620000	83.755	-43.5838
7.750000	83.990	-44.9610
7.880000	84.218	-46.3176
8.000000	84.422	-47.5530
8.120000	84.622	-48.7733
8.250000	84.832	-50.0776
8.380000	85.037	-51.3644
8.500000	85.221	-52.5374
8.620000	85.400	-53.6958
8.750000	85.588	-54.9349
8.850000	85.730	-55.8774
9.000000	85.937	-57.2731
9.120000	86.097	-58.3750
9.250000	86.268	-59.5544
9.380000	86.435	-60.7187
9.500000	86.583	-61.7800
9.620000	86.727	-62.8283
9.750000	86.877	-63.9493
9.880000	87.020	-65.0557
10.000000	87.144	-66.0640
10.150000	87.288	-67.3070
10.300000	87.425	-68.5311
10.440000	87.545	-69.6564
10.600000	87.675	-70.9233
10.750000	87.793	-72.0936
10.900000	87.907	-73.2469
11.060000	88.026	-74.4599
11.200000	88.126	-75.5065
11.380000	88.251	-76.8331
11.500000	88.332	-77.7061
11.720000	88.475	-79.2826
11.800000	88.524	-79.8484
12.060000	88.681	-81.6596
12.200000	88.764	-82.6176
12.410000	88.886	-84.0319
12.500000	88.939	-84.6299
12.650000	89.027	-85.6153
12.800000	89.116	-86.5874
13.150000	89.319	-88.8045
13.200000	89.348	-89.1157
13.400000	89.458	-90.3465
13.600000	89.564	-91.5565
13.800000	89.667	-92.7461
14.000000	89.766	-93.9165
14.300000	89.907	-95.6369
14.500000	89.998	-96.7613
14.750000	90.106	-98.1415
15.000000	90.209	-99.4941
15.250000	90.307	-100.8190
15.500000	90.401	-102.1163
15.750000	90.490	-103.3863
16.000000	90.577	-104.6292
16.250000	90.661	-105.8461
16.500000	90.743	-107.0379
16.750000	90.822	-108.2058
17.000000	90.898	-109.3515
17.250000	90.971	-110.4760
17.500000	91.040	-111.5804
17.750000	91.107	-112.6653
18.000000	91.171	-113.7311
18.250000	91.233	-114.7778
18.500000	91.291	-115.8056
18.750000	91.348	-116.8149
19.000000	91.401	-117.8062
19.250000	91.453	-118.7805
19.500000	91.503	-119.7389
19.750000	91.550	-120.6820
20.000000	91.596	-121.6104
20.299999	91.648	-122.7051
20.600000	91.697	-123.7778
20.900000	91.743	-124.8275
21.200001	91.786	-125.8529
21.400000	91.814	-126.5231
21.799999	91.866	-127.8325
22.000000	91.891	-128.4730
22.400000	91.940	-129.7291
22.700001	91.975	-130.6522
23.000000	92.008	-131.5609
23.299999	92.040	-132.4552
23.600000	92.069	-133.3348
24.000000	92.106	-134.4839
24.299999	92.132	-135.3280
24.700001	92.164	-136.4313
25.000000	92.187	-137.2439
25.400000	92.214	-138.3090
25.799999	92.238	-139.3519
26.200001	92.259	-140.3683
26.500000	92.272	-141.1100
26.900000	92.289	-142.0693
27.200001	92.301	-142.7679
27.600000	92.317	-143.6770
28.000000	92.334	-144.5696
28.500000	92.353	-145.6723
29.000000	92.370	-146.7601
29.500000	92.382	-147.8208
30.000000	92.391	-148.8423
30.400000	92.398	-149.6316
30.700001	92.404	-150.2115
31.100000	92.411	-150.9753
