* Measurement data measured by REW V5.20.13
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -17.3 dBFS, measurement signal peak level -17.3 dBFS
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 2023. 10. 22 ¿ÀÀü 1:56:34
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: AptX Adaptive 24/96 with BTD600 // Firmware 1.8.5; Delay -0.0653 ms (-22 mm, -0.88 in) using estimated IR delay relative to Acoustic reference played from refL.wav with no timing offset Clock adjustment: -14.3 ppm
* Measurement: R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	39.978	-158.6886
1.015000	39.843	-163.6191
1.030000	39.749	-168.4088
1.044000	39.703	-172.7314
1.060000	39.703	-177.4723
1.075000	39.759	178.3004
1.090000	39.873	174.3070
1.106000	40.064	170.3070
1.120000	40.296	166.9021
1.138000	40.678	162.6177
1.150000	40.981	159.8207
1.172000	41.628	154.8185
1.180000	41.889	153.0405
1.206000	42.824	147.4159
1.220000	43.374	144.4865
1.241000	44.250	140.2253
1.250000	44.640	138.4487
1.265000	45.307	135.5548
1.280000	45.989	132.7460
1.315000	47.614	126.5298
1.320000	47.847	125.6811
1.340000	48.773	122.3864
1.360000	49.681	119.2540
1.380000	50.558	116.2870
1.400000	51.393	113.4886
1.430000	52.537	109.6133
1.450000	53.210	107.2490
1.475000	53.938	104.5664
1.500000	54.599	102.3538
1.525000	55.212	100.6002
1.550000	55.784	99.2469
1.575000	56.318	98.2348
1.600000	56.819	97.5053
1.625000	57.291	96.9994
1.650000	57.739	96.6584
1.675000	58.166	96.4232
1.700000	58.579	96.2352
1.725000	58.980	96.0355
1.750000	59.375	95.7652
1.775000	59.768	95.3654
1.800000	60.163	94.7774
1.825000	60.565	93.9422
1.850000	60.971	92.8705
1.875000	61.364	91.7055
1.900000	61.746	90.4668
1.925000	62.116	89.1674
1.950000	62.476	87.8204
1.975000	62.826	86.4389
2.000000	63.168	85.0359
2.030000	63.568	83.3425
2.060000	63.958	81.6596
2.090000	64.340	80.0098
2.120000	64.716	78.4158
2.140000	64.964	77.3952
2.180000	65.454	75.4854
2.200000	65.698	74.6092
2.240000	66.175	72.9816
2.270000	66.523	71.8453
2.300000	66.862	70.7701
2.330000	67.194	69.7461
2.360000	67.518	68.7630
2.400000	67.941	67.4986
2.430000	68.252	66.5721
2.470000	68.658	65.3465
2.500000	68.957	64.4216
2.540000	69.351	63.1617
2.580000	69.740	61.8562
2.620000	70.119	60.5490
2.650000	70.397	59.5747
2.690000	70.759	58.2826
2.720000	71.025	57.3176
2.760000	71.374	56.0352
2.800000	71.714	54.7559
2.850000	72.132	53.1586
2.900000	72.540	51.5601
2.950000	72.941	49.9545
3.000000	73.331	48.3224
3.040000	73.635	47.0045
3.070000	73.859	46.0146
3.110000	74.152	44.6998
