* Measurement data measured by REW V5.20.13
* Source: E:\BLOG\Measurements\Results\PHILIPS TAT3508\default.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2023. 10. 26 ¿ÀÈÄ 9:31:58
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from E:\BLOG\Measurements\Results\PHILIPS TAT3508\default.txt Format: Comma/Tab/Space delimited data 633 values loaded, 2 Hz to 19,795 Hz log spaced 
* Measurement: L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.240 Hz
*
* Freq(Hz)	SPL(dB)
43.700001	106.162
44.400002	106.097
45.000000	106.038
45.500000	105.987
46.200001	105.919
46.799999	105.864
47.500000	105.804
48.200001	105.745
48.700001	105.704
49.400002	105.649
50.000000	105.601
50.799999	105.536
51.500000	105.475
52.200001	105.412
53.000000	105.343
53.799999	105.278
54.500000	105.220
55.200001	105.162
56.000000	105.097
57.000000	105.018
58.000000	104.941
59.000000	104.866
60.000000	104.795
60.799999	104.742
61.500000	104.696
62.200001	104.650
63.000000	104.599
64.000000	104.541
65.000000	104.491
66.000000	104.446
67.000000	104.404
68.000000	104.360
69.000000	104.316
70.000000	104.274
71.000000	104.233
72.000000	104.192
73.000000	104.152
74.000000	104.112
75.000000	104.070
76.199997	104.021
77.500000	103.967
78.800003	103.915
80.000000	103.868
81.199997	103.821
82.500000	103.767
83.800003	103.710
85.000000	103.660
86.199997	103.610
87.500000	103.556
88.500000	103.514
90.000000	103.453
91.199997	103.406
92.500000	103.353
93.800003	103.299
95.000000	103.249
96.199997	103.199
97.500000	103.146
98.800003	103.093
100.000000	103.044
101.500000	102.985
103.000000	102.924
104.400002	102.867
106.000000	102.800
107.500000	102.735
109.000000	102.671
110.599998	102.605
112.000000	102.548
113.800003	102.478
115.000000	102.433
117.199997	102.350
118.000000	102.320
120.599998	102.221
122.000000	102.165
124.099998	102.082
125.000000	102.049
126.500000	101.996
128.000000	101.946
131.500000	101.832
132.000000	101.816
134.000000	101.750
136.000000	101.686
138.000000	101.622
140.000000	101.559
143.000000	101.462
145.000000	101.396
147.500000	101.312
150.000000	101.230
152.500000	101.152
155.000000	101.083
157.500000	101.017
160.000000	100.947
162.500000	100.867
165.000000	100.781
167.500000	100.692
170.000000	100.604
172.500000	100.518
175.000000	100.433
177.500000	100.350
180.000000	100.267
182.500000	100.184
185.000000	100.100
187.500000	100.015
190.000000	99.929
192.500000	99.843
195.000000	99.757
197.500000	99.672
200.000000	99.591
203.000000	99.496
206.000000	99.406
209.000000	99.319
212.000000	99.235
214.000000	99.180
218.000000	99.071
220.000000	99.017
224.000000	98.907
227.000000	98.825
230.000000	98.742
233.000000	98.658
236.000000	98.575
240.000000	98.465
243.000000	98.386
247.000000	98.286
250.000000	98.215
254.000000	98.121
258.000000	98.029
262.000000	97.935
265.000000	97.863
269.000000	97.764
272.000000	97.689
276.000000	97.591
280.000000	97.494
285.000000	97.375
290.000000	97.256
295.000000	97.137
300.000000	97.020
304.000000	96.926
307.000000	96.857
311.000000	96.766
315.000000	96.678
320.000000	96.573
325.000000	96.472
330.000000	96.373
335.000000	96.277
340.000000	96.185
345.000000	96.094
350.000000	96.005
355.000000	95.915
360.000000	95.826
365.000000	95.737
370.000000	95.649
375.000000	95.563
382.000000	95.447
387.000000	95.365
395.000000	95.237
400.000000	95.158
406.000000	95.067
412.000000	94.978
418.000000	94.891
425.000000	94.792
431.000000	94.712
437.000000	94.635
444.000000	94.547
450.000000	94.474
455.000000	94.417
462.000000	94.340
468.000000	94.278
475.000000	94.209
482.000000	94.144
487.000000	94.100
494.000000	94.043
500.000000	93.998
508.000000	93.945
515.000000	93.905
522.000000	93.868
530.000000	93.830
538.000000	93.796
545.000000	93.769
552.000000	93.746
560.000000	93.724
570.000000	93.702
580.000000	93.685
590.000000	93.672
600.000000	93.663
608.000000	93.660
615.000000	93.659
622.000000	93.661
630.000000	93.668
640.000000	93.681
650.000000	93.700
660.000000	93.722
670.000000	93.745
680.000000	93.770
690.000000	93.796
700.000000	93.823
710.000000	93.850
720.000000	93.877
730.000000	93.905
740.000000	93.933
750.000000	93.963
762.000000	94.003
775.000000	94.050
788.000000	94.098
800.000000	94.137
812.000000	94.172
825.000000	94.210
838.000000	94.251
850.000000	94.293
862.000000	94.338
875.000000	94.391
885.000000	94.434
900.000000	94.503
912.000000	94.562
925.000000	94.630
938.000000	94.702
950.000000	94.771
962.000000	94.844
975.000000	94.926
988.000000	95.006
1000.000000	95.075
1015.000000	95.151
1030.000000	95.220
1044.000000	95.288
1060.000000	95.373
1075.000000	95.454
1090.000000	95.531
1106.000000	95.607
1120.000000	95.673
1138.000000	95.762
1150.000000	95.823
1172.000000	95.935
1180.000000	95.975
1206.000000	96.101
1220.000000	96.169
1241.000000	96.273
1250.000000	96.320
1265.000000	96.405
1280.000000	96.495
1315.000000	96.707
1320.000000	96.737
1340.000000	96.856
1360.000000	96.972
1380.000000	97.087
1400.000000	97.201
1430.000000	97.374
1450.000000	97.491
1475.000000	97.640
1500.000000	97.793
1525.000000	97.953
1550.000000	98.121
1575.000000	98.296
1600.000000	98.482
1625.000000	98.680
1650.000000	98.889
1675.000000	99.107
1700.000000	99.333
1725.000000	99.566
1750.000000	99.805
1775.000000	100.048
1800.000000	100.293
1825.000000	100.538
1850.000000	100.782
1875.000000	101.022
1900.000000	101.257
1925.000000	101.486
1950.000000	101.705
1975.000000	101.916
2000.000000	102.118
2030.000000	102.359
2060.000000	102.604
2090.000000	102.852
2120.000000	103.099
2140.000000	103.259
2180.000000	103.561
2200.000000	103.698
2240.000000	103.943
2270.000000	104.103
2300.000000	104.248
2330.000000	104.381
2360.000000	104.505
2400.000000	104.657
2430.000000	104.762
2470.000000	104.890
2500.000000	104.977
2540.000000	105.080
2580.000000	105.171
2620.000000	105.249
2650.000000	105.300
2690.000000	105.359
2720.000000	105.395
2760.000000	105.432
2800.000000	105.457
2850.000000	105.475
2900.000000	105.482
2950.000000	105.484
3000.000000	105.487
3040.000000	105.490
3070.000000	105.491
3110.000000	105.489
3150.000000	105.482
3200.000000	105.468
3250.000000	105.448
3300.000000	105.427
3350.000000	105.412
3400.000000	105.410
3450.000000	105.426
3500.000000	105.457
3550.000000	105.496
3600.000000	105.530
3650.000000	105.554
3700.000000	105.565
3750.000000	105.563
3820.000000	105.545
3870.000000	105.524
3950.000000	105.483
4000.000000	105.454
4060.000000	105.417
4120.000000	105.377
4180.000000	105.337
4250.000000	105.289
4310.000000	105.250
4370.000000	105.218
4440.000000	105.195
4500.000000	105.189
4550.000000	105.192
4620.000000	105.196
4680.000000	105.196
4750.000000	105.193
4820.000000	105.199
4870.000000	105.209
4940.000000	105.230
5000.000000	105.257
5080.000000	105.310
5150.000000	105.367
5220.000000	105.430
5300.000000	105.503
5380.000000	105.573
5450.000000	105.627
5520.000000	105.674
5600.000000	105.718
5700.000000	105.767
5800.000000	105.818
5900.000000	105.882
6000.000000	105.957
6080.000000	106.014
6150.000000	106.056
6220.000000	106.084
6300.000000	106.092
6400.000000	106.057
6500.000000	105.975
6600.000000	105.857
6700.000000	105.704
6800.000000	105.514
6900.000000	105.297
7000.000000	105.068
7100.000000	104.850
7200.000000	104.661
7300.000000	104.514
7400.000000	104.414
7500.000000	104.358
7620.000000	104.336
7750.000000	104.342
7880.000000	104.346
8000.000000	104.306
8120.000000	104.182
8250.000000	103.911
8380.000000	103.475
8500.000000	102.929
8620.000000	102.265
8750.000000	101.446
8850.000000	100.769
9000.000000	99.714
9120.000000	98.861
9250.000000	97.946
9380.000000	97.057
9500.000000	96.270
9620.000000	95.519
9750.000000	94.745
9880.000000	94.012
10000.000000	93.373
10150.000000	92.626
10300.000000	91.935
10440.000000	91.338
10600.000000	90.711
10750.000000	90.183
10900.000000	89.721
11060.000000	89.312
11200.000000	89.029
11380.000000	88.749
11500.000000	88.597
11720.000000	88.363
11800.000000	88.290
12060.000000	88.108
12200.000000	88.045
12410.000000	88.007
12500.000000	88.012
12650.000000	88.057
12800.000000	88.166
13150.000000	88.681
13200.000000	88.786
13400.000000	89.314
13600.000000	90.024
13800.000000	90.948
14000.000000	92.144
14300.000000	94.575
14500.000000	96.636
14750.000000	99.214
15000.000000	100.873
15250.000000	100.866
15500.000000	99.199
15750.000000	96.578
16000.000000	93.911
16250.000000	91.775
16500.000000	90.251
16750.000000	89.176
17000.000000	88.416
17250.000000	87.891
17500.000000	87.557
17750.000000	87.391
18000.000000	87.375
18250.000000	87.471
18500.000000	87.611
18750.000000	87.688
19000.000000	87.555
19250.000000	87.058
19500.000000	86.153
19750.000000	85.240
