* Measurement data measured by REW V5.20.13
* Source: E:\BLOG\Measurements\Results\PHILIPS TAT3508\default.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2023. 10. 26 ¿ÀÈÄ 9:31:58
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from E:\BLOG\Measurements\Results\PHILIPS TAT3508\default.txt Format: Comma/Tab/Space delimited data 633 values loaded, 2 Hz to 19,795 Hz log spaced 
* Measurement: L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.240 Hz
*
* Freq(Hz)	SPL(dB)
2.240000	76.846
2.270000	77.049
2.300000	77.256
2.330000	77.462
2.360000	77.669
2.400000	77.944
2.430000	78.151
2.470000	78.427
2.500000	78.633
2.540000	78.912
2.580000	79.201
2.620000	79.509
2.650000	79.749
2.690000	80.076
2.720000	80.324
2.760000	80.655
2.800000	80.982
2.850000	81.378
2.900000	81.753
2.950000	82.102
3.000000	82.427
3.040000	82.674
3.070000	82.853
3.110000	83.084
3.150000	83.311
3.200000	83.589
3.250000	83.867
3.300000	84.146
3.350000	84.425
3.400000	84.703
3.450000	84.977
3.500000	85.247
3.550000	85.514
3.600000	85.776
3.650000	86.033
3.700000	86.286
3.750000	86.534
3.820000	86.873
3.870000	87.111
3.950000	87.485
4.000000	87.714
4.060000	87.986
4.120000	88.253
4.180000	88.515
4.250000	88.815
4.310000	89.068
4.370000	89.317
4.440000	89.603
4.500000	89.843
4.550000	90.040
4.620000	90.312
4.680000	90.540
4.750000	90.802
4.820000	91.058
4.870000	91.237
4.940000	91.485
5.000000	91.693
5.080000	91.965
5.150000	92.198
5.220000	92.427
5.300000	92.682
5.380000	92.932
5.450000	93.147
5.520000	93.358
5.600000	93.594
5.700000	93.881
5.800000	94.162
5.900000	94.437
6.000000	94.706
6.080000	94.916
6.150000	95.098
6.220000	95.277
6.300000	95.479
6.400000	95.728
6.500000	95.973
6.600000	96.214
6.700000	96.452
6.800000	96.687
6.900000	96.918
7.000000	97.147
7.100000	97.372
7.200000	97.595
7.300000	97.815
7.400000	98.031
7.500000	98.245
7.620000	98.496
7.750000	98.763
7.880000	99.023
8.000000	99.256
8.120000	99.484
8.250000	99.724
8.380000	99.957
8.500000	100.165
8.620000	100.366
8.750000	100.577
8.850000	100.734
9.000000	100.963
9.120000	101.141
9.250000	101.329
9.380000	101.511
9.500000	101.676
9.620000	101.836
9.750000	102.005
9.880000	102.168
10.000000	102.312
10.150000	102.486
10.300000	102.656
10.440000	102.809
10.600000	102.981
10.750000	103.141
10.900000	103.298
11.060000	103.463
11.200000	103.605
11.380000	103.781
11.500000	103.894
11.720000	104.090
11.800000	104.157
12.060000	104.362
12.200000	104.464
12.410000	104.609
12.500000	104.668
12.650000	104.763
12.800000	104.854
13.150000	105.050
13.200000	105.076
13.400000	105.176
13.600000	105.270
13.800000	105.358
14.000000	105.441
14.300000	105.557
14.500000	105.628
14.750000	105.708
15.000000	105.780
15.250000	105.845
15.500000	105.905
15.750000	105.965
16.000000	106.028
16.250000	106.098
16.500000	106.176
16.750000	106.263
17.000000	106.355
17.250000	106.451
17.500000	106.545
17.750000	106.634
18.000000	106.714
18.250000	106.781
18.500000	106.833
18.750000	106.869
19.000000	106.887
19.250000	106.888
19.500000	106.872
19.750000	106.841
20.000000	106.797
20.299999	106.733
20.600000	106.663
20.900000	106.593
21.200001	106.529
21.400000	106.491
21.799999	106.431
22.000000	106.408
22.400000	106.377
22.700001	106.367
23.000000	106.366
23.299999	106.377
23.600000	106.397
24.000000	106.437
24.299999	106.476
24.700001	106.536
25.000000	106.585
25.400000	106.654
25.799999	106.728
26.200001	106.805
26.500000	106.866
26.900000	106.947
27.200001	107.004
27.600000	107.074
28.000000	107.131
28.500000	107.187
29.000000	107.229
29.500000	107.257
30.000000	107.268
30.400000	107.264
30.700001	107.255
31.100000	107.240
31.500000	107.229
32.000000	107.221
32.500000	107.212
33.000000	107.191
33.500000	107.152
34.000000	107.102
34.500000	107.045
35.000000	106.982
35.500000	106.913
36.000000	106.839
36.500000	106.769
37.000000	106.708
37.500000	106.653
38.200001	106.578
38.700001	106.524
39.500000	106.444
40.000000	106.403
40.599998	106.366
41.200001	106.337
41.799999	106.308
42.500000	106.262
43.099998	106.214
