* Measurement data measured by REW V5.30
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1
* Format: 256k Log Swept Sine, 1 sweep at -12.7 dBFS with no timing reference
* Dated: 2023. 12. 28 ¿ÀÀü 1:40:42
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Grey Shallow Insertion
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	58.663	45.3504
1.015000	59.061	45.3162
1.030000	59.451	45.2364
1.044000	59.807	45.1222
1.060000	60.203	44.9464
1.075000	60.564	44.7398
1.090000	60.912	44.4963
1.106000	61.271	44.2100
1.120000	61.579	43.9576
1.138000	61.967	43.6431
1.150000	62.223	43.4388
1.172000	62.683	43.0712
1.180000	62.848	42.9386
1.206000	63.375	42.5069
1.220000	63.654	42.2717
1.241000	64.065	41.9123
1.250000	64.239	41.7550
1.265000	64.526	41.4879
1.280000	64.810	41.2136
1.315000	65.457	40.5412
1.320000	65.548	40.4411
1.340000	65.909	40.0297
1.360000	66.265	39.6001
1.380000	66.615	39.1512
1.400000	66.961	38.6823
1.430000	67.471	37.9404
1.450000	67.806	37.4205
1.475000	68.219	36.7533
1.500000	68.622	36.0951
1.525000	69.015	35.4557
1.550000	69.398	34.8307
1.575000	69.773	34.2145
1.600000	70.139	33.6026
1.625000	70.496	32.9906
1.650000	70.847	32.3751
1.675000	71.190	31.7528
1.700000	71.528	31.1210
1.725000	71.859	30.4774
1.750000	72.186	29.8201
1.775000	72.508	29.1471
1.800000	72.826	28.4574
1.825000	73.141	27.7517
1.850000	73.450	27.0378
1.875000	73.754	26.3270
1.900000	74.051	25.6227
1.925000	74.342	24.9249
1.950000	74.627	24.2329
1.975000	74.906	23.5457
2.000000	75.180	22.8624
2.030000	75.503	22.0462
2.060000	75.820	21.2325
2.090000	76.130	20.4194
2.120000	76.436	19.6051
2.140000	76.637	19.0608
2.180000	77.033	17.9669
2.200000	77.228	17.4176
2.240000	77.611	16.3209
2.270000	77.890	15.5044
2.300000	78.164	14.6943
2.330000	78.432	13.8906
2.360000	78.694	13.0933
2.400000	79.037	12.0396
2.430000	79.288	11.2557
2.470000	79.616	10.2178
2.500000	79.859	9.4440
2.540000	80.176	8.4167
2.580000	80.488	7.3935
2.620000	80.792	6.3754
2.650000	81.014	5.6163
2.690000	81.305	4.6118
2.720000	81.518	3.8647
2.760000	81.796	2.8778
2.800000	82.068	1.9015
2.850000	82.401	0.6964
2.900000	82.726	-0.4926
2.950000	83.044	-1.6679
3.000000	83.353	-2.8331
3.040000	83.594	-3.7576
3.070000	83.771	-4.4456
3.110000	84.002	-5.3549
3.150000	84.229	-6.2542
3.200000	84.507	-7.3634
3.250000	84.779	-8.4554
3.300000	85.045	-9.5313
3.350000	85.305	-10.5947
3.400000	85.558	-11.6479
3.450000	85.805	-12.6896
3.500000	86.046	-13.7182
3.550000	86.282	-14.7325
3.600000	86.513	-15.7317
3.650000	86.740	-16.7157
3.700000	86.963	-17.6869
3.750000	87.180	-18.6480
3.820000	87.477	-19.9766
3.870000	87.683	-20.9121
3.950000	88.005	-22.3835
4.000000	88.201	-23.2867
4.060000	88.433	-24.3554
4.120000	88.659	-25.4107
4.180000	88.880	-26.4534
4.250000	89.131	-27.6529
4.310000	89.341	-28.6654
4.370000	89.547	-29.6633
4.440000	89.783	-30.8111
4.500000	89.980	-31.7833
4.550000	90.141	-32.5854
4.620000	90.362	-33.6953
4.680000	90.547	-34.6338
4.750000	90.759	-35.7137
4.820000	90.966	-36.7794
4.870000	91.111	-37.5335
4.940000	91.310	-38.5789
5.000000	91.477	-39.4646
5.080000	91.694	-40.6295
5.150000	91.881	-41.6345
5.220000	92.063	-42.6286
5.300000	92.266	-43.7524
5.380000	92.463	-44.8612
5.450000	92.632	-45.8180
5.520000	92.798	-46.7627
5.600000	92.983	-47.8305
5.700000	93.208	-49.1478
5.800000	93.425	-50.4426
5.900000	93.637	-51.7142
6.000000	93.842	-52.9670
6.080000	94.002	-53.9557
6.150000	94.138	-54.8097
6.220000	94.273	-55.6529
6.300000	94.423	-56.6046
6.400000	94.605	-57.7789
6.500000	94.782	-58.9346
6.600000	94.955	-60.0703
6.700000	95.123	-61.1881
6.800000	95.286	-62.2896
6.900000	95.446	-63.3735
7.000000	95.601	-64.4396
7.100000	95.752	-65.4902
7.200000	95.899	-66.5256
7.300000	96.042	-67.5449
7.400000	96.183	-68.5487
7.500000	96.319	-69.5387
7.620000	96.479	-70.7080
7.750000	96.646	-71.9513
7.880000	96.809	-73.1727
8.000000	96.954	-74.2805
8.120000	97.096	-75.3692
8.250000	97.245	-76.5292
8.380000	97.389	-77.6684
8.500000	97.519	-78.7015
8.620000	97.645	-79.7184
8.750000	97.778	-80.8013
8.850000	97.878	-81.6211
9.000000	98.023	-82.8308
9.120000	98.137	-83.7814
9.250000	98.256	-84.7942
9.380000	98.373	-85.7907
9.500000	98.478	-86.6961
9.620000	98.581	-87.5881
9.750000	98.690	-88.5404
9.880000	98.791	-89.4784
10.000000	98.876	-90.3319
10.150000	98.973	-91.3832
10.300000	99.062	-92.4174
10.440000	99.140	-93.3679
10.600000	99.224	-94.4370
10.750000	99.300	-95.4226
10.900000	99.374	-96.3927
11.060000	99.449	-97.4096
11.200000	99.513	-98.2848
11.380000	99.592	-99.3897
11.500000	99.643	-100.1137
11.720000	99.733	-101.4154
11.800000	99.764	-101.8806
12.060000	99.863	-103.3643
12.200000	99.913	-104.1458
12.410000	99.990	-105.2971
12.500000	100.025	-105.7831
12.650000	100.085	-106.5839
12.800000	100.147	-107.3735
13.150000	100.288	-109.1747
13.200000	100.307	-109.4275
13.400000	100.383	-110.4274
13.600000	100.456	-111.4095
13.800000	100.525	-112.3740
14.000000	100.592	-113.3211
14.300000	100.688	-114.7099
14.500000	100.748	-115.6153
14.750000	100.821	-116.7251
15.000000	100.889	-117.8114
15.250000	100.955	-118.8744
15.500000	101.016	-119.9140
15.750000	101.075	-120.9295
16.000000	101.132	-121.9208
16.250000	101.188	-122.8883
16.500000	101.243	-123.8338
16.750000	101.296	-124.7601
17.000000	101.348	-125.6705
17.250000	101.399	-126.5679
17.500000	101.447	-127.4545
17.750000	101.493	-128.3301
18.000000	101.537	-129.1936
18.250000	101.578	-130.0423
18.500000	101.616	-130.8736
18.750000	101.652	-131.6858
19.000000	101.687	-132.4782
19.250000	101.720	-133.2524
19.500000	101.753	-134.0107
19.750000	101.785	-134.7561
20.000000	101.817	-135.4912
20.299999	101.854	-136.3621
20.600000	101.889	-137.2213
20.900000	101.922	-138.0677
21.200001	101.953	-138.8995
21.400000	101.972	-139.4453
21.799999	102.009	-140.5153
22.000000	102.025	-141.0395
22.400000	102.057	-142.0670
22.700001	102.079	-142.8190
23.000000	102.099	-143.5546
23.299999	102.118	-144.2738
23.600000	102.135	-144.9774
24.000000	102.158	-145.8943
24.299999	102.174	-146.5685
24.700001	102.193	-147.4517
25.000000	102.206	-148.1021
25.400000	102.221	-148.9518
25.799999	102.235	-149.7811
26.200001	102.247	-150.5924
26.500000	102.255	-151.1917
26.900000	102.265	-151.9802
27.200001	102.271	-152.5627
27.600000	102.276	-153.3238
28.000000	102.281	-154.0635
28.500000	102.285	-154.9605
29.000000	102.289	-155.8381
29.500000	102.292	-156.7049
30.000000	102.292	-157.5557
30.400000	102.289	-158.2173
30.700001	102.287	-158.7011
31.100000	102.284	-159.3328
31.500000	102.282	-159.9548
32.000000	102.278	-160.7231
32.500000	102.272	-161.4757
33.000000	102.265	-162.2040
33.500000	102.257	-162.9089
34.000000	102.250	-163.6000
34.500000	102.242	-164.2832
35.000000	102.232	-164.9545
35.500000	102.220	-165.6069
36.000000	102.208	-166.2401
36.500000	102.196	-166.8600
37.000000	102.183	-167.4716
37.500000	102.169	-168.0746
38.200001	102.147	-168.8971
38.700001	102.130	-169.4653
39.500000	102.103	-170.3443
40.000000	102.087	-170.8820
40.599998	102.068	-171.5218
41.200001	102.048	-172.1533
41.799999	102.026	-172.7676
42.500000	102.000	-173.4583
43.099998	101.978	-174.0357
43.700001	101.956	-174.6042
44.400002	101.927	-175.2463
45.000000	101.903	-175.7719
45.500000	101.883	-176.2011
46.200001	101.853	-176.8021
46.799999	101.824	-177.3007
47.500000	101.787	-177.8304
48.200001	101.756	-178.3350
48.700001	101.735	-178.7119
49.400002	101.697	-179.2357
50.000000	101.659	-179.6220
50.799999	101.621	179.9230
51.500000	101.598	179.4487
52.200001	101.566	178.8903
53.000000	101.517	178.2846
53.799999	101.468	177.7480
54.500000	101.429	177.2842
55.200001	101.389	176.8208
56.000000	101.340	176.3062
57.000000	101.277	175.6881
58.000000	101.213	175.1032
59.000000	101.148	174.5272
60.000000	101.080	173.9904
60.799999	101.031	173.5858
61.500000	100.989	173.2188
62.200001	100.946	172.8502
63.000000	100.898	172.4551
64.000000	100.847	171.9885
65.000000	100.799	171.5273
66.000000	100.749	171.0866
67.000000	100.700	170.6679
68.000000	100.651	170.2453
69.000000	100.598	169.8224
70.000000	100.543	169.4314
71.000000	100.491	169.0530
72.000000	100.440	168.6751
73.000000	100.389	168.3110
74.000000	100.339	167.9665
75.000000	100.289	167.6395
76.199997	100.230	167.2581
77.500000	100.167	166.8656
78.800003	100.102	166.4705
80.000000	100.040	166.1174
81.199997	99.975	165.7783
82.500000	99.904	165.4217
83.800003	99.834	165.0822
85.000000	99.771	164.7810
86.199997	99.709	164.4872
87.500000	99.641	164.1805
88.500000	99.587	163.9664
90.000000	99.510	163.6685
91.199997	99.449	163.4388
92.500000	99.383	163.1977
93.800003	99.317	162.9599
95.000000	99.257	162.7503
96.199997	99.197	162.5521
97.500000	99.134	162.3343
98.800003	99.068	162.1339
100.000000	99.008	161.9770
101.500000	98.934	161.7927
103.000000	98.862	161.6067
104.400002	98.795	161.4340
106.000000	98.719	161.2466
107.500000	98.647	161.0861
109.000000	98.577	160.9462
110.599998	98.504	160.7990
112.000000	98.439	160.6718
113.800003	98.358	160.5217
115.000000	98.306	160.4277
117.199997	98.212	160.2553
118.000000	98.177	160.2062
120.599998	98.067	160.0691
122.000000	98.007	159.9969
124.099998	97.920	159.9050
125.000000	97.885	159.8688
126.500000	97.832	159.8172
128.000000	97.785	159.7689
131.500000	97.680	159.6490
132.000000	97.665	159.6378
134.000000	97.604	159.6133
136.000000	97.546	159.6120
138.000000	97.491	159.6060
140.000000	97.435	159.6028
143.000000	97.354	159.6308
145.000000	97.302	159.6683
147.500000	97.242	159.7501
150.000000	97.189	159.8467
152.500000	97.142	159.9805
155.000000	97.103	160.1541
157.500000	97.074	160.3187
160.000000	97.051	160.4832
162.500000	97.037	160.6649
165.000000	97.039	160.8652
167.500000	97.074	161.0679
170.000000	97.168	161.1900
172.500000	97.352	160.8988
175.000000	97.614	159.4789
177.500000	97.799	155.9332
180.000000	97.551	150.7517
182.500000	96.740	147.7342
185.000000	95.894	149.3601
187.500000	95.484	152.6255
190.000000	95.375	154.9677
192.500000	95.352	156.3450
195.000000	95.338	157.1900
197.500000	95.317	157.7637
200.000000	95.288	158.1911
203.000000	95.245	158.6083
206.000000	95.196	158.9706
209.000000	95.142	159.2779
212.000000	95.082	159.5584
214.000000	95.041	159.7443
218.000000	94.959	160.1140
220.000000	94.917	160.2955
224.000000	94.831	160.6648
227.000000	94.762	160.9476
230.000000	94.691	161.2486
233.000000	94.620	161.5646
236.000000	94.548	161.9117
240.000000	94.443	162.4714
243.000000	94.370	163.0916
247.000000	94.330	163.9854
250.000000	94.313	164.3129
254.000000	94.251	164.7740
258.000000	94.195	165.4167
262.000000	94.164	166.0205
265.000000	94.149	166.4031
269.000000	94.129	166.8158
272.000000	94.111	167.0642
276.000000	94.081	167.3563
280.000000	94.042	167.6412
285.000000	93.986	168.0303
290.000000	93.925	168.4645
295.000000	93.867	168.9609
300.000000	93.814	169.5223
304.000000	93.780	169.9945
307.000000	93.760	170.3553
311.000000	93.743	170.8225
315.000000	93.738	171.2459
320.000000	93.748	171.7167
325.000000	93.765	172.0985
330.000000	93.780	172.3766
335.000000	93.791	172.5824
340.000000	93.794	172.7467
345.000000	93.786	172.8932
350.000000	93.771	173.0433
355.000000	93.752	173.2132
360.000000	93.728	173.4022
365.000000	93.702	173.6053
370.000000	93.675	173.8320
375.000000	93.646	174.0685
382.000000	93.606	174.4289
387.000000	93.577	174.7003
395.000000	93.533	175.1593
400.000000	93.508	175.4604
406.000000	93.479	175.8463
412.000000	93.450	176.2364
418.000000	93.423	176.6178
425.000000	93.394	177.0901
431.000000	93.374	177.5011
437.000000	93.356	177.8986
444.000000	93.336	178.3562
450.000000	93.320	178.7384
455.000000	93.307	179.0579
462.000000	93.291	179.5044
468.000000	93.278	179.8858
475.000000	93.262	-179.6726
482.000000	93.246	-179.2349
487.000000	93.236	-178.9283
494.000000	93.222	-178.4998
500.000000	93.213	-178.1237
508.000000	93.202	-177.6134
515.000000	93.195	-177.1730
522.000000	93.189	-176.7273
530.000000	93.184	-176.2157
538.000000	93.182	-175.7029
545.000000	93.180	-175.2586
552.000000	93.179	-174.8129
560.000000	93.180	-174.3033
570.000000	93.182	-173.6685
580.000000	93.186	-173.0362
590.000000	93.192	-172.4069
600.000000	93.200	-171.7655
608.000000	93.208	-171.2579
615.000000	93.215	-170.8147
622.000000	93.225	-170.3695
630.000000	93.239	-169.8636
640.000000	93.263	-169.2310
650.000000	93.293	-168.6023
660.000000	93.326	-167.9765
670.000000	93.360	-167.3522
680.000000	93.397	-166.7270
690.000000	93.437	-166.1105
700.000000	93.482	-165.5056
710.000000	93.530	-164.9173
720.000000	93.582	-164.3537
730.000000	93.634	-163.8194
740.000000	93.687	-163.3257
750.000000	93.741	-162.8740
762.000000	93.800	-162.3830
775.000000	93.855	-161.9127
788.000000	93.896	-161.4578
800.000000	93.916	-161.0261
812.000000	93.918	-160.5463
825.000000	93.910	-159.9249
838.000000	93.899	-159.1887
850.000000	93.892	-158.4145
862.000000	93.893	-157.5601
875.000000	93.905	-156.5662
885.000000	93.924	-155.7684
900.000000	93.970	-154.5481
912.000000	94.019	-153.5710
