* Measurement data measured by REW V5.30 beta 3
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1. Timing signal peak level -5.5 dBFS, measurement signal peak level -5.6 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -8.8 dBFS using an acoustic timing reference
* Dated: 2023. 11. 28 ¿ÀÀü 1:03:32
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: FAKE DIY IE600 - Measured with IEC 60318-4 - by SilicaGel; Delay -0.0152 ms (-5.2 mm, -0.21 in) using estimated IR delay relative to Acoustic reference played from 1: aune usb dac  1 with no timing offset Clock adjustment: -20.2 ppm
* Measurement: L Default Tip
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	78.266	-3.0644
1.015000	78.501	-3.5224
1.030000	78.733	-3.9812
1.044000	78.948	-4.4109
1.060000	79.193	-4.9046
1.075000	79.421	-5.3706
1.090000	79.648	-5.8399
1.106000	79.888	-6.3426
1.120000	80.096	-6.7804
1.138000	80.358	-7.3376
1.150000	80.529	-7.7052
1.172000	80.838	-8.3710
1.180000	80.949	-8.6106
1.206000	81.302	-9.3799
1.220000	81.488	-9.7884
1.241000	81.762	-10.3940
1.250000	81.878	-10.6509
1.265000	82.069	-11.0758
1.280000	82.258	-11.4966
1.315000	82.688	-12.4638
1.320000	82.749	-12.6004
1.340000	82.989	-13.1430
1.360000	83.226	-13.6800
1.380000	83.460	-14.2117
1.400000	83.691	-14.7386
1.430000	84.034	-15.5210
1.450000	84.260	-16.0376
1.475000	84.540	-16.6766
1.500000	84.815	-17.3036
1.525000	85.083	-17.9178
1.550000	85.346	-18.5208
1.575000	85.603	-19.1143
1.600000	85.854	-19.6999
1.625000	86.102	-20.2793
1.650000	86.344	-20.8539
1.675000	86.582	-21.4250
1.700000	86.817	-21.9939
1.725000	87.047	-22.5617
1.750000	87.275	-23.1295
1.775000	87.500	-23.6983
1.800000	87.722	-24.2690
1.825000	87.941	-24.8420
1.850000	88.158	-25.4160
1.875000	88.371	-25.9886
1.900000	88.580	-26.5587
1.925000	88.785	-27.1256
1.950000	88.986	-27.6891
1.975000	89.184	-28.2489
2.000000	89.379	-28.8051
2.030000	89.608	-29.4677
2.060000	89.833	-30.1249
2.090000	90.055	-30.7769
2.120000	90.273	-31.4242
2.140000	90.417	-31.8531
2.180000	90.700	-32.7056
2.200000	90.840	-33.1295
2.240000	91.114	-33.9735
2.270000	91.315	-34.6031
2.300000	91.512	-35.2290
2.330000	91.706	-35.8509
2.360000	91.895	-36.4682
2.400000	92.143	-37.2835
2.430000	92.326	-37.8890
2.470000	92.564	-38.6881
2.500000	92.740	-39.2812
2.540000	92.972	-40.0639
2.580000	93.199	-40.8387
2.620000	93.420	-41.6083
2.650000	93.583	-42.1824
2.690000	93.796	-42.9428
2.720000	93.952	-43.5087
2.760000	94.156	-44.2565
2.800000	94.357	-44.9961
2.850000	94.602	-45.9080
2.900000	94.842	-46.8054
2.950000	95.076	-47.6898
3.000000	95.305	-48.5662
3.040000	95.483	-49.2621
3.070000	95.614	-49.7804
3.110000	95.786	-50.4656
3.150000	95.955	-51.1435
3.200000	96.162	-51.9792
3.250000	96.364	-52.8009
3.300000	96.563	-53.6086
3.350000	96.757	-54.4054
3.400000	96.947	-55.1940
3.450000	97.131	-55.9738
3.500000	97.312	-56.7438
3.550000	97.489	-57.5034
3.600000	97.663	-58.2516
3.650000	97.834	-58.9884
3.700000	98.002	-59.7152
3.750000	98.166	-60.4343
3.820000	98.390	-61.4284
3.870000	98.546	-62.1286
3.950000	98.790	-63.2303
4.000000	98.939	-63.9066
4.060000	99.115	-64.7066
4.120000	99.287	-65.4962
4.180000	99.456	-66.2763
4.250000	99.647	-67.1740
4.310000	99.808	-67.9323
4.370000	99.966	-68.6802
4.440000	100.146	-69.5410
4.500000	100.298	-70.2704
4.550000	100.421	-70.8725
4.620000	100.591	-71.7059
4.680000	100.733	-72.4112
4.750000	100.896	-73.2232
4.820000	101.056	-74.0250
4.870000	101.167	-74.5925
4.940000	101.320	-75.3795
5.000000	101.449	-76.0465
5.080000	101.617	-76.9241
5.150000	101.760	-77.6813
5.220000	101.900	-78.4303
5.300000	102.057	-79.2769
5.380000	102.209	-80.1123
5.450000	102.340	-80.8329
5.520000	102.467	-81.5441
5.600000	102.610	-82.3473
5.700000	102.783	-83.3375
5.800000	102.951	-84.3101
5.900000	103.114	-85.2642
6.000000	103.272	-86.2026
6.080000	103.396	-86.9425
6.150000	103.501	-87.5812
6.220000	103.605	-88.2117
6.300000	103.721	-88.9229
6.400000	103.863	-89.7993
6.500000	104.001	-90.6617
6.600000	104.135	-91.5095
6.700000	104.266	-92.3441
6.800000	104.394	-93.1665
6.900000	104.518	-93.9768
7.000000	104.640	-94.7753
7.100000	104.758	-95.5633
7.200000	104.874	-96.3410
7.300000	104.987	-97.1085
7.400000	105.098	-97.8664
7.500000	105.205	-98.6155
7.620000	105.331	-99.5027
7.750000	105.463	-100.4493
7.880000	105.591	-101.3824
8.000000	105.706	-102.2313
8.120000	105.817	-103.0680
8.250000	105.934	-103.9619
8.380000	106.047	-104.8420
8.500000	106.148	-105.6421
8.620000	106.246	-106.4311
8.750000	106.350	-107.2729
8.850000	106.427	-107.9112
9.000000	106.540	-108.8546
9.120000	106.628	-109.5971
9.250000	106.720	-110.3893
9.380000	106.811	-111.1698
9.500000	106.892	-111.8802
9.620000	106.972	-112.5813
9.750000	107.056	-113.3309
9.880000	107.133	-114.0710
10.000000	107.196	-114.7462
10.150000	107.267	-115.5802
10.300000	107.331	-116.4039
10.440000	107.386	-117.1642
10.600000	107.446	-118.0233
10.750000	107.499	-118.8198
10.900000	107.551	-119.6076
11.060000	107.603	-120.4380
11.200000	107.648	-121.1562
11.380000	107.702	-122.0668
11.500000	107.736	-122.6655
11.720000	107.796	-123.7449
11.800000	107.817	-124.1312
12.060000	107.882	-125.3642
12.200000	107.915	-126.0138
12.410000	107.966	-126.9707
12.500000	107.990	-127.3748
12.650000	108.034	-128.0411
12.800000	108.080	-128.6992
13.150000	108.185	-130.2084
13.200000	108.199	-130.4213
13.400000	108.256	-131.2668
13.600000	108.310	-132.1016
13.800000	108.361	-132.9246
14.000000	108.410	-133.7330
14.300000	108.477	-134.9136
14.500000	108.519	-135.6761
14.750000	108.570	-136.6010
15.000000	108.619	-137.4967
15.250000	108.669	-138.3693
15.500000	108.718	-139.2271
15.750000	108.767	-140.0781
16.000000	108.817	-140.9287
16.250000	108.865	-141.7813
16.500000	108.912	-142.6344
16.750000	108.955	-143.4837
17.000000	108.993	-144.3228
17.250000	109.027	-145.1464
17.500000	109.058	-145.9504
17.750000	109.086	-146.7334
18.000000	109.113	-147.4961
18.250000	109.138	-148.2406
18.500000	109.162	-148.9693
18.750000	109.184	-149.6842
19.000000	109.206	-150.3866
19.250000	109.227	-151.0771
19.500000	109.247	-151.7561
19.750000	109.266	-152.4246
20.000000	109.284	-153.0836
20.299999	109.306	-153.8642
20.600000	109.326	-154.6357
20.900000	109.345	-155.3990
21.200001	109.363	-156.1534
21.400000	109.373	-156.6502
21.799999	109.392	-157.6268
22.000000	109.400	-158.1055
22.400000	109.415	-159.0435
22.700001	109.425	-159.7309
23.000000	109.434	-160.4060
23.299999	109.442	-161.0699
23.600000	109.449	-161.7235
24.000000	109.457	-162.5798
24.299999	109.461	-163.2108
24.700001	109.466	-164.0368
25.000000	109.467	-164.6440
25.400000	109.468	-165.4364
25.799999	109.467	-166.2096
26.200001	109.465	-166.9669
26.500000	109.462	-167.5274
26.900000	109.458	-168.2669
27.200001	109.454	-168.8148
27.600000	109.446	-169.5312
28.000000	109.436	-170.2265
28.500000	109.424	-171.0673
29.000000	109.414	-171.8931
29.500000	109.404	-172.7227
30.000000	109.391	-173.5554
30.400000	109.377	-174.2106
30.700001	109.365	-174.6888
31.100000	109.348	-175.3062
31.500000	109.332	-175.9050
32.000000	109.314	-176.6398
32.500000	109.296	-177.3679
33.000000	109.276	-178.0853
33.500000	109.254	-178.7837
34.000000	109.232	-179.4621
34.500000	109.209	179.8730
35.000000	109.186	179.2167
35.500000	109.161	178.5722
36.000000	109.134	177.9445
36.500000	109.108	177.3308
37.000000	109.082	176.7211
37.500000	109.054	176.1117
38.200001	109.010	175.2815
38.700001	108.977	174.7250
39.500000	108.930	173.8787
40.000000	108.905	173.3451
40.599998	108.874	172.6899
41.200001	108.841	172.0401
41.799999	108.805	171.4135
42.500000	108.763	170.7077
43.099998	108.727	170.1164
43.700001	108.690	169.5383
44.400002	108.646	168.8838
45.000000	108.608	168.3391
45.500000	108.575	167.8943
46.200001	108.528	167.2849
46.799999	108.486	166.7834
47.500000	108.438	166.2298
48.200001	108.393	165.6821
48.700001	108.361	165.2773
49.400002	108.309	164.7121
50.000000	108.258	164.2681
50.799999	108.190	163.7399
51.500000	108.136	163.2819
52.200001	108.084	162.7961
53.000000	108.021	162.2245
53.799999	107.954	161.6549
54.500000	107.892	161.1714
55.200001	107.825	160.7321
56.000000	107.751	160.3070
57.000000	107.672	159.8414
58.000000	107.606	159.4100
59.000000	107.562	158.9730
60.000000	107.531	158.3798
60.799999	107.497	157.8057
61.500000	107.457	157.2817
62.200001	107.409	156.7595
63.000000	107.346	156.2030
64.000000	107.268	155.5991
65.000000	107.198	155.0248
66.000000	107.126	154.4436
67.000000	107.050	153.8995
68.000000	106.979	153.3901
69.000000	106.909	152.8767
70.000000	106.835	152.3847
71.000000	106.761	151.9355
72.000000	106.687	151.5186
73.000000	106.614	151.1241
74.000000	106.541	150.7574
75.000000	106.472	150.4282
76.199997	106.400	150.0603
77.500000	106.336	149.5957
78.800003	106.265	149.0548
80.000000	106.191	148.5956
81.199997	106.112	148.1564
82.500000	106.022	147.6929
83.800003	105.928	147.2240
85.000000	105.841	146.7955
86.199997	105.759	146.3528
87.500000	105.670	145.8890
88.500000	105.608	145.5751
90.000000	105.517	145.0735
91.199997	105.435	144.7555
92.500000	105.349	144.4851
93.800003	105.265	144.1946
95.000000	105.186	143.9013
96.199997	105.108	143.5717
97.500000	105.020	143.1971
98.800003	104.934	142.8862
100.000000	104.861	142.6348
101.500000	104.769	142.3377
103.000000	104.671	142.0573
104.400002	104.575	141.7822
106.000000	104.462	141.4521
107.500000	104.363	141.1831
109.000000	104.276	140.9205
110.599998	104.184	140.6544
112.000000	104.099	140.4611
113.800003	103.986	140.1979
115.000000	103.912	139.9791
117.199997	103.795	139.5060
118.000000	103.762	139.2979
120.599998	103.621	138.6215
122.000000	103.543	138.6254
124.099998	103.446	138.5958
125.000000	103.401	138.5350
126.500000	103.326	138.3640
128.000000	103.247	138.1170
131.500000	103.072	137.6163
132.000000	103.050	137.5591
134.000000	102.961	137.3574
136.000000	102.873	137.1476
138.000000	102.776	136.9255
140.000000	102.677	136.7687
143.000000	102.536	136.5847
145.000000	102.445	136.5046
147.500000	102.338	136.3911
150.000000	102.227	136.2565
152.500000	102.127	136.1524
155.000000	102.041	136.0517
