* Measurement data measured by REW V5.30
* Source: ASIO ASIO4ALL v2, EPOS GSX 300 1
* Format: 256k Log Swept Sine, 1 sweep at -12.7 dBFS with no timing reference
* Dated: 2023. 12. 28 ¿ÀÀü 1:21:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: L Grey
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	60.528	44.4837
1.015000	60.936	44.3156
1.030000	61.336	44.1080
1.044000	61.702	43.8797
1.060000	62.110	43.5794
1.075000	62.482	43.2615
1.090000	62.842	42.9116
1.106000	63.215	42.5170
1.120000	63.533	42.1745
1.138000	63.934	41.7500
1.150000	64.196	41.4763
1.172000	64.668	40.9884
1.180000	64.836	40.8143
1.206000	65.372	40.2552
1.220000	65.655	39.9560
1.241000	66.070	39.5060
1.250000	66.246	39.3118
1.265000	66.534	38.9855
1.280000	66.819	38.6547
1.315000	67.467	37.8606
1.320000	67.558	37.7442
1.340000	67.918	37.2698
1.360000	68.272	36.7807
1.380000	68.622	36.2755
1.400000	68.967	35.7533
1.430000	69.477	34.9361
1.450000	69.813	34.3689
1.475000	70.227	33.6451
1.500000	70.631	32.9325
1.525000	71.025	32.2406
1.550000	71.409	31.5652
1.575000	71.784	30.9010
1.600000	72.149	30.2433
1.625000	72.506	29.5879
1.650000	72.856	28.9312
1.675000	73.198	28.2701
1.700000	73.534	27.6016
1.725000	73.864	26.9234
1.750000	74.189	26.2332
1.775000	74.509	25.5294
1.800000	74.826	24.8104
1.825000	75.138	24.0767
1.850000	75.446	23.3355
1.875000	75.747	22.5972
1.900000	76.042	21.8654
1.925000	76.331	21.1403
1.950000	76.613	20.4213
1.975000	76.890	19.7080
2.000000	77.161	18.9995
2.030000	77.480	18.1544
2.060000	77.793	17.3136
2.090000	78.100	16.4752
2.120000	78.401	15.6377
2.140000	78.600	15.0790
2.180000	78.991	13.9588
2.200000	79.183	13.3973
2.240000	79.560	12.2764
2.270000	79.836	11.4413
2.300000	80.105	10.6124
2.330000	80.368	9.7902
2.360000	80.626	8.9750
2.400000	80.961	7.8986
2.430000	81.208	7.0990
2.470000	81.530	6.0423
2.500000	81.767	5.2562
2.540000	82.078	4.2151
2.580000	82.383	3.1804
2.620000	82.680	2.1511
2.650000	82.897	1.3836
2.690000	83.181	0.3679
2.720000	83.388	-0.3872
2.760000	83.659	-1.3841
2.800000	83.924	-2.3689
2.850000	84.248	-3.5822
2.900000	84.565	-4.7761
2.950000	84.874	-5.9532
3.000000	85.174	-7.1189
3.040000	85.408	-8.0433
3.070000	85.580	-8.7310
3.110000	85.804	-9.6394
3.150000	86.024	-10.5370
3.200000	86.293	-11.6427
3.250000	86.557	-12.7294
3.300000	86.815	-13.7980
3.350000	87.067	-14.8525
3.400000	87.313	-15.8958
3.450000	87.552	-16.9270
3.500000	87.785	-17.9444
3.550000	88.014	-18.9470
3.600000	88.237	-19.9340
3.650000	88.457	-20.9053
3.700000	88.673	-21.8630
3.750000	88.884	-22.8100
3.820000	89.171	-24.1180
3.870000	89.371	-25.0388
3.950000	89.684	-26.4871
4.000000	89.875	-27.3762
4.060000	90.099	-28.4285
4.120000	90.319	-29.4676
4.180000	90.533	-30.4943
4.250000	90.777	-31.6756
4.310000	90.982	-32.6733
4.370000	91.182	-33.6573
4.440000	91.411	-34.7900
4.500000	91.603	-35.7503
4.550000	91.759	-36.5431
4.620000	91.974	-37.6405
4.680000	92.154	-38.5687
4.750000	92.359	-39.6370
4.820000	92.560	-40.6922
4.870000	92.700	-41.4393
4.940000	92.892	-42.4755
5.000000	93.054	-43.3533
5.080000	93.264	-44.5071
5.150000	93.443	-45.5016
5.220000	93.618	-46.4852
5.300000	93.813	-47.5968
5.380000	94.002	-48.6925
5.450000	94.165	-49.6363
5.520000	94.323	-50.5662
5.600000	94.500	-51.6157
5.700000	94.714	-52.9080
5.800000	94.922	-54.1750
5.900000	95.124	-55.4152
6.000000	95.319	-56.6331
6.080000	95.471	-57.5920
6.150000	95.602	-58.4188
6.220000	95.730	-59.2337
6.300000	95.873	-60.1518
6.400000	96.048	-61.2819
6.500000	96.219	-62.3923
6.600000	96.385	-63.4829
6.700000	96.547	-64.5552
6.800000	96.706	-65.6111
6.900000	96.860	-66.6505
7.000000	97.011	-67.6739
7.100000	97.159	-68.6833
7.200000	97.303	-69.6789
7.300000	97.443	-70.6604
7.400000	97.580	-71.6287
7.500000	97.714	-72.5853
7.620000	97.871	-73.7166
7.750000	98.035	-74.9214
7.880000	98.195	-76.1070
8.000000	98.337	-77.1832
8.120000	98.476	-78.2414
8.250000	98.621	-79.3692
8.380000	98.762	-80.4770
8.500000	98.889	-81.4813
8.620000	99.012	-82.4696
8.750000	99.141	-83.5217
8.850000	99.239	-84.3179
9.000000	99.380	-85.4925
9.120000	99.491	-86.4153
9.250000	99.607	-87.3984
9.380000	99.720	-88.3654
9.500000	99.822	-89.2438
9.620000	99.922	-90.1089
9.750000	100.027	-91.0319
9.880000	100.125	-91.9402
10.000000	100.207	-92.7657
10.150000	100.299	-93.7813
10.300000	100.384	-94.7785
10.440000	100.459	-95.6935
10.600000	100.539	-96.7211
10.750000	100.612	-97.6677
10.900000	100.683	-98.5990
11.060000	100.756	-99.5761
11.200000	100.818	-100.4183
11.380000	100.895	-101.4840
11.500000	100.944	-102.1844
11.720000	101.031	-103.4474
11.800000	101.062	-103.8999
12.060000	101.156	-105.3451
12.200000	101.204	-106.1064
12.410000	101.276	-107.2259
12.500000	101.309	-107.6971
12.650000	101.366	-108.4711
12.800000	101.425	-109.2316
13.150000	101.560	-110.9581
13.200000	101.579	-111.2001
13.400000	101.654	-112.1585
13.600000	101.727	-113.1053
13.800000	101.798	-114.0439
14.000000	101.866	-114.9767
14.300000	101.963	-116.3647
14.500000	102.022	-117.2794
14.750000	102.089	-118.4023
15.000000	102.150	-119.4932
15.250000	102.205	-120.5419
15.500000	102.257	-121.5431
15.750000	102.307	-122.4973
16.000000	102.359	-123.4106
16.250000	102.413	-124.2947
16.500000	102.470	-125.1622
16.750000	102.529	-126.0248
17.000000	102.588	-126.8899
17.250000	102.644	-127.7594
17.500000	102.698	-128.6308
17.750000	102.747	-129.4981
18.000000	102.793	-130.3548
18.250000	102.835	-131.1952
18.500000	102.873	-132.0156
18.750000	102.910	-132.8153
19.000000	102.944	-133.5950
19.250000	102.978	-134.3568
19.500000	103.010	-135.1025
19.750000	103.040	-135.8335
20.000000	103.070	-136.5507
20.299999	103.104	-137.3938
20.600000	103.136	-138.2189
20.900000	103.167	-139.0275
21.200001	103.197	-139.8215
21.400000	103.216	-140.3434
21.799999	103.251	-141.3695
22.000000	103.267	-141.8731
22.400000	103.298	-142.8595
22.700001	103.319	-143.5805
23.000000	103.339	-144.2863
23.299999	103.359	-144.9792
23.600000	103.377	-145.6620
24.000000	103.401	-146.5597
24.299999	103.417	-147.2237
24.700001	103.436	-148.0941
25.000000	103.448	-148.7332
25.400000	103.463	-149.5654
25.799999	103.476	-150.3754
26.200001	103.488	-151.1667
26.500000	103.496	-151.7498
26.900000	103.507	-152.5148
27.200001	103.513	-153.0789
27.600000	103.521	-153.8174
28.000000	103.528	-154.5399
28.500000	103.534	-155.4212
29.000000	103.540	-156.2805
29.500000	103.543	-157.1186
30.000000	103.545	-157.9352
30.400000	103.545	-158.5732
30.700001	103.545	-159.0433
