* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.800. Timing signal peak level -12.3 dBFS, measurement signal peak level -12.3 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 9. 20 오전 12:21:22
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0178 ms (-6.1 mm, -0.24 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: Velvet L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
17.000000	102.867	-113.1133
17.250000	102.936	-114.1900
17.500000	103.001	-115.2506
17.750000	103.062	-116.2916
18.000000	103.120	-117.3102
18.250000	103.176	-118.3034
18.500000	103.229	-119.2710
18.750000	103.281	-120.2173
19.000000	103.331	-121.1464
19.250000	103.381	-122.0673
19.500000	103.429	-122.9824
19.750000	103.473	-123.8934
20.000000	103.514	-124.7957
20.299999	103.557	-125.8549
20.600000	103.596	-126.8769
20.900000	103.631	-127.8529
21.200001	103.666	-128.7841
21.400000	103.691	-129.3877
21.799999	103.743	-130.5739
22.000000	103.770	-131.1660
22.400000	103.823	-132.3608
22.700001	103.860	-133.2632
23.000000	103.893	-134.1608
23.299999	103.923	-135.0441
23.600000	103.950	-135.9097
24.000000	103.985	-137.0381
24.299999	104.009	-137.8701
24.700001	104.039	-138.9636
25.000000	104.058	-139.7681
25.400000	104.079	-140.8097
25.799999	104.098	-141.8073
26.200001	104.116	-142.7642
26.500000	104.130	-143.4631
26.900000	104.150	-144.3806
27.200001	104.164	-145.0627
27.600000	104.181	-145.9644
28.000000	104.196	-146.8540
28.500000	104.210	-147.9422
29.000000	104.219	-148.9980
29.500000	104.226	-150.0182
30.000000	104.231	-151.0078
30.400000	104.234	-151.7852
30.700001	104.236	-152.3629
31.100000	104.236	-153.1237
31.500000	104.234	-153.8667
32.000000	104.231	-154.7608
32.500000	104.229	-155.6237
33.000000	104.230	-156.4798
33.500000	104.230	-157.3424
34.000000	104.225	-158.1971
34.500000	104.217	-159.0194
35.000000	104.209	-159.8032
35.500000	104.201	-160.5641
36.000000	104.195	-161.3170
36.500000	104.187	-162.0623
37.000000	104.178	-162.7948
37.500000	104.167	-163.5161
38.200001	104.149	-164.5163
38.700001	104.131	-165.2158
39.500000	104.098	-166.2719
40.000000	104.078	-166.8927
40.599998	104.058	-167.6219
41.200001	104.039	-168.3523
41.799999	104.018	-169.0754
42.500000	103.990	-169.8794
43.099998	103.968	-170.5216
43.700001	103.951	-171.1384
44.400002	103.937	-171.8680
45.000000	103.925	-172.5212
45.500000	103.912	-173.0748
46.200001	103.886	-173.8321
46.799999	103.859	-174.4464
47.500000	103.828	-175.1271
48.200001	103.797	-175.7877
48.700001	103.775	-176.2544
49.400002	103.742	-176.9003
50.000000	103.711	-177.4440
50.799999	103.666	-178.1592
51.500000	103.623	-178.7790
52.200001	103.578	-179.3832
53.000000	103.527	179.9584
53.799999	103.475	179.3343
54.500000	103.430	178.8126
55.200001	103.385	178.3151
56.000000	103.332	177.7881
57.000000	103.274	177.1716
58.000000	103.219	176.5088
59.000000	103.155	175.8303
60.000000	103.091	175.1987
60.799999	103.044	174.6784
61.500000	103.002	174.2031
62.200001	102.959	173.7280
63.000000	102.910	173.1981
64.000000	102.851	172.5610
65.000000	102.793	171.9749
66.000000	102.739	171.4474
67.000000	102.690	170.9277
68.000000	102.640	170.4039
69.000000	102.588	169.9103
70.000000	102.538	169.4455
