* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.800. Timing signal peak level -14.3 dBFS, measurement signal peak level -13.4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 9. 20 오전 12:18:06
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0178 ms (-6.1 mm, -0.24 in) using estimated IR delay relative to Acoustic reference played from SPEAKER R with no timing offset
* Measurement: Tang Sancai R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1.000000	48.742	40.5452
1.015000	49.107	43.2185
1.030000	49.473	45.7697
1.044000	49.813	48.0255
1.060000	50.198	50.4367
1.075000	50.553	52.5178
1.090000	50.902	54.4074
1.106000	51.267	56.2088
1.120000	51.597	57.6855
1.138000	52.039	59.4748
1.150000	52.344	60.6002
1.172000	52.922	62.5255
1.180000	53.137	63.1820
1.206000	53.853	65.1578
1.220000	54.247	66.1232
1.241000	54.845	67.4447
1.250000	55.104	67.9653
1.265000	55.537	68.7728
1.280000	55.970	69.5062
1.315000	56.977	70.9358
1.320000	57.119	71.1085
1.340000	57.685	71.7221
1.360000	58.239	72.2145
1.380000	58.779	72.5884
1.400000	59.302	72.8467
1.430000	60.047	73.0233
1.450000	60.512	73.0047
1.475000	61.054	72.8089
1.500000	61.566	72.2303
1.525000	62.054	71.2701
1.550000	62.518	69.9837
1.575000	62.962	68.4266
1.600000	63.388	66.6543
1.625000	63.797	64.7221
1.650000	64.192	62.6854
1.675000	64.574	60.5998
1.700000	64.946	58.5206
1.725000	65.309	56.5033
1.750000	65.667	54.6032
1.775000	66.020	52.8759
1.800000	66.370	51.3768
1.825000	66.721	50.1613
1.850000	67.070	49.2326
1.875000	67.409	48.4822
1.900000	67.738	47.8831
1.925000	68.058	47.4130
1.950000	68.370	47.0499
1.975000	68.674	46.7713
2.000000	68.972	46.5550
2.030000	69.320	46.3463
2.060000	69.660	46.1569
2.090000	69.993	45.9482
2.120000	70.321	45.6818
2.140000	70.536	45.4532
2.180000	70.963	44.8220
2.200000	71.174	44.3971
2.240000	71.587	43.3946
2.270000	71.888	42.5513
2.300000	72.182	41.6457
2.330000	72.468	40.6920
2.360000	72.749	39.7047
2.400000	73.114	38.3609
2.430000	73.383	37.3510
2.470000	73.734	36.0293
2.500000	73.993	35.0751
2.540000	74.334	33.8797
2.580000	74.671	32.7952
2.620000	74.999	31.7707
2.650000	75.239	31.0299
2.690000	75.553	30.0756
2.720000	75.784	29.3828
2.760000	76.086	28.4866
2.800000	76.382	27.6181
2.850000	76.745	26.5655
2.900000	77.102	25.5424
2.950000	77.454	24.5470
3.000000	77.797	23.6202
3.040000	78.066	22.9228
3.070000	78.264	22.4177
3.110000	78.524	21.7589
3.150000	78.780	21.1062
3.200000	79.095	20.2812
3.250000	79.405	19.4248
3.300000	79.712	18.5142
3.350000	80.013	17.5345
3.400000	80.308	16.5023
3.450000	80.598	15.4419
3.500000	80.883	14.3775
3.550000	81.163	13.3335
3.600000	81.440	12.3340
3.650000	81.713	11.4034
3.700000	81.982	10.5630
3.750000	82.247	9.8046
3.820000	82.610	8.8330
3.870000	82.865	8.1690
3.950000	83.265	7.0887
4.000000	83.511	6.3630
4.060000	83.801	5.4045
4.120000	84.086	4.3680
4.180000	84.365	3.2850
4.250000	84.685	2.0024
